Time;Number of bytes transmitted on interface Network adapter 1
2019-03-31T00:00:00+01:00;307
2019-03-31T01:00:00+01:00;477
2019-03-31T03:00:00+02:00;597
2019-03-31T04:00:00+02:00;307
2019-03-31T05:00:00+02:00;477
2019-03-31T06:00:00+02:00;290
2019-03-31T07:00:00+02:00;477
2019-03-31T08:00:00+02:00;580
2019-03-31T09:00:00+02:00;477
2019-03-31T10:00:00+02:00;443
2019-03-31T11:00:00+02:00;273
2019-03-31T12:00:00+02:00;443
2019-03-31T13:00:00+02:00;341
2019-03-31T14:00:00+02:00;375
2019-03-31T15:00:00+02:00;443
2019-03-31T16:00:00+02:00;136
2019-03-31T17:00:00+02:00;443
2019-03-31T18:00:00+02:00;341
2019-03-31T19:00:00+02:00;477
2019-03-31T20:00:00+02:00;307
2019-03-31T21:00:00+02:00;238
2019-03-31T22:00:00+02:00;477
2019-03-31T23:00:00+02:00;409
2019-04-01T00:00:00+02:00;341
