Time;Number of bytes received
2019-06-06T04:28:00+02:00;2068480
2019-06-06T04:29:00+02:00;2068480
2019-06-06T04:30:00+02:00;2089984
2019-06-06T04:31:00+02:00;2344960
2019-06-06T04:32:00+02:00;2600960
2019-06-06T04:33:00+02:00;2600960
2019-06-06T04:34:00+02:00;1908736
2019-06-06T04:35:00+02:00;3914752
2019-06-06T04:36:00+02:00;2456576
2019-06-06T04:37:00+02:00;2132992
2019-06-06T04:38:00+02:00;2132992
2019-06-06T04:39:00+02:00;2978816
2019-06-06T04:40:00+02:00;2305024
2019-06-06T04:41:00+02:00;2755584
2019-06-06T04:42:00+02:00;2176000
2019-06-06T04:43:00+02:00;2176000
2019-06-06T04:44:00+02:00;2089984
2019-06-06T04:45:00+02:00;1916928
2019-06-06T04:46:00+02:00;1958912
2019-06-06T04:47:00+02:00;1958912
2019-06-06T04:48:00+02:00;3019776
2019-06-06T04:49:00+02:00;2539520
2019-06-06T04:50:00+02:00;2335744
2019-06-06T04:51:00+02:00;1813504
2019-06-06T04:52:00+02:00;1813504
2019-06-06T04:53:00+02:00;2347008
2019-06-06T04:54:00+02:00;2583552
2019-06-06T04:55:00+02:00;2432000
2019-06-06T04:56:00+02:00;2306048
2019-06-06T04:57:00+02:00;2306048
2019-06-06T04:58:00+02:00;2089984
2019-06-06T04:59:00+02:00;1898496
2019-06-06T05:00:00+02:00;2509824
2019-06-06T05:01:00+02:00;2509824
2019-06-06T05:02:00+02:00;1870848
2019-06-06T05:03:00+02:00;2018304
2019-06-06T05:04:00+02:00;3603456
2019-06-06T05:05:00+02:00;3091456
2019-06-06T05:06:00+02:00;3091456
2019-06-06T05:07:00+02:00;3518464
2019-06-06T05:08:00+02:00;3410944
2019-06-06T05:09:00+02:00;3287040
2019-06-06T05:10:00+02:00;3660800
2019-06-06T05:11:00+02:00;3660800
2019-06-06T05:12:00+02:00;3485696
2019-06-06T05:13:00+02:00;2959360
2019-06-06T05:14:00+02:00;3775488
2019-06-06T05:15:00+02:00;3775488
2019-06-06T05:16:00+02:00;3615744
2019-06-06T05:17:00+02:00;2955264
2019-06-06T05:18:00+02:00;3018752
2019-06-06T05:19:00+02:00;3220480
2019-06-06T05:20:00+02:00;3220480
2019-06-06T05:21:00+02:00;3163136
2019-06-06T05:22:00+02:00;2929664
2019-06-06T05:23:00+02:00;3123200
2019-06-06T05:24:00+02:00;3123200
2019-06-06T05:25:00+02:00;3402752
2019-06-06T05:26:00+02:00;3435520
2019-06-06T05:27:00+02:00;580608
2019-06-06T05:28:00+02:00;2973696
2019-06-06T05:29:00+02:00;2973696
2019-06-06T05:30:00+02:00;1435648
2019-06-06T05:31:00+02:00;1207296
2019-06-06T05:32:00+02:00;2089984
2019-06-06T05:33:00+02:00;2089984
2019-06-06T05:34:00+02:00;2149376
2019-06-06T05:35:00+02:00;2019328
2019-06-06T05:36:00+02:00;1699840
2019-06-06T05:37:00+02:00;1699840
2019-06-06T05:38:00+02:00;1158144
2019-06-06T05:39:00+02:00;1906688
2019-06-06T05:40:00+02:00;1948672
2019-06-06T05:41:00+02:00;1308672
2019-06-06T05:42:00+02:00;1308672
2019-06-06T05:43:00+02:00;1171456
2019-06-06T05:44:00+02:00;1132544
2019-06-06T05:45:00+02:00;544768
2019-06-06T05:46:00+02:00;940032
2019-06-06T05:47:00+02:00;940032
2019-06-06T05:48:00+02:00;935936
2019-06-06T05:49:00+02:00;528384
2019-06-06T05:50:00+02:00;820224
2019-06-06T05:51:00+02:00;820224
2019-06-06T05:52:00+02:00;693248
2019-06-06T05:53:00+02:00;1116160
2019-06-06T05:54:00+02:00;1149952
2019-06-06T05:55:00+02:00;676864
2019-06-06T05:56:00+02:00;676864
2019-06-06T05:57:00+02:00;1176576
2019-06-06T05:58:00+02:00;1096704
2019-06-06T05:59:00+02:00;636928
2019-06-06T06:00:00+02:00;636928
2019-06-06T06:01:00+02:00;1386496
2019-06-06T06:02:00+02:00;1157120
2019-06-06T06:03:00+02:00;1103872
2019-06-06T06:04:00+02:00;986112
2019-06-06T06:05:00+02:00;986112
2019-06-06T06:06:00+02:00;957440
2019-06-06T06:07:00+02:00;1509376
2019-06-06T06:08:00+02:00;1211392
2019-06-06T06:09:00+02:00;887808
2019-06-06T06:10:00+02:00;887808
2019-06-06T06:11:00+02:00;1993728
2019-06-06T06:12:00+02:00;1426432
2019-06-06T06:13:00+02:00;498688
2019-06-06T06:14:00+02:00;498688
2019-06-06T06:15:00+02:00;1356800
2019-06-06T06:16:00+02:00;1925120
2019-06-06T06:17:00+02:00;499712
2019-06-06T06:18:00+02:00;1161216
2019-06-06T06:19:00+02:00;1161216
2019-06-06T06:20:00+02:00;1007616
2019-06-06T06:21:00+02:00;649216
2019-06-06T06:22:00+02:00;625664
2019-06-06T06:23:00+02:00;631808
2019-06-06T06:24:00+02:00;631808
2019-06-06T06:25:00+02:00;620544
2019-06-06T06:26:00+02:00;1904640
2019-06-06T06:27:00+02:00;1086464
2019-06-06T06:28:00+02:00;1086464
2019-06-06T06:29:00+02:00;1114112
2019-06-06T06:30:00+02:00;2110464
2019-06-06T06:31:00+02:00;1691648
2019-06-06T06:32:00+02:00;1297408
2019-06-06T06:33:00+02:00;1297408
2019-06-06T06:34:00+02:00;1246208
2019-06-06T06:35:00+02:00;598016
2019-06-06T06:36:00+02:00;1892352
2019-06-06T06:37:00+02:00;1591296
2019-06-06T06:38:00+02:00;1591296
2019-06-06T06:39:00+02:00;1710080
2019-06-06T06:40:00+02:00;1434624
2019-06-06T06:41:00+02:00;1727488
2019-06-06T06:42:00+02:00;1519616
2019-06-06T06:43:00+02:00;1519616
2019-06-06T06:44:00+02:00;2337792
2019-06-06T06:45:00+02:00;961536
2019-06-06T06:46:00+02:00;1501184
2019-06-06T06:47:00+02:00;1501184
2019-06-06T06:48:00+02:00;3543040
2019-06-06T06:49:00+02:00;1855488
2019-06-06T06:50:00+02:00;2414592
2019-06-06T06:51:00+02:00;1536000
2019-06-06T06:52:00+02:00;1536000
2019-06-06T06:53:00+02:00;744448
2019-06-06T06:54:00+02:00;2573312
2019-06-06T06:55:00+02:00;4360192
2019-06-06T06:56:00+02:00;3897344
2019-06-06T06:57:00+02:00;3897344
2019-06-06T06:58:00+02:00;2633728
2019-06-06T06:59:00+02:00;2699264
2019-06-06T07:00:00+02:00;2973696
2019-06-06T07:01:00+02:00;2973696
2019-06-06T07:02:00+02:00;3786752
2019-06-06T07:03:00+02:00;2236416
2019-06-06T07:04:00+02:00;5704704
2019-06-06T07:05:00+02:00;3021824
2019-06-06T07:06:00+02:00;3021824
2019-06-06T07:07:00+02:00;2612224
2019-06-06T07:08:00+02:00;4278272
2019-06-06T07:09:00+02:00;4582400
2019-06-06T07:10:00+02:00;4582400
2019-06-06T07:11:00+02:00;5334016
2019-06-06T07:12:00+02:00;4947968
2019-06-06T07:13:00+02:00;5280768
2019-06-06T07:14:00+02:00;7419904
2019-06-06T07:15:00+02:00;7419904
2019-06-06T07:16:00+02:00;6868992
2019-06-06T07:17:00+02:00;5327872
2019-06-06T07:18:00+02:00;5108736
2019-06-06T07:19:00+02:00;5108736
2019-06-06T07:20:00+02:00;3856384
2019-06-06T07:21:00+02:00;5013504
2019-06-06T07:22:00+02:00;6552576
2019-06-06T07:23:00+02:00;5172224
2019-06-06T07:24:00+02:00;5172224
2019-06-06T07:25:00+02:00;6884352
2019-06-06T07:26:00+02:00;7270400
2019-06-06T07:27:00+02:00;6086656
2019-06-06T07:28:00+02:00;6845440
2019-06-06T07:29:00+02:00;6845440
2019-06-06T07:30:00+02:00;6610944
2019-06-06T07:31:00+02:00;6682624
2019-06-06T07:32:00+02:00;8220672
2019-06-06T07:33:00+02:00;8220672
2019-06-06T07:34:00+02:00;6423552
2019-06-06T07:35:00+02:00;6524928
2019-06-06T07:36:00+02:00;5446656
2019-06-06T07:37:00+02:00;7646208
2019-06-06T07:38:00+02:00;7646208
2019-06-06T07:39:00+02:00;6867968
2019-06-06T07:40:00+02:00;6123520
2019-06-06T07:41:00+02:00;5609472
2019-06-06T07:42:00+02:00;5609472
2019-06-06T07:43:00+02:00;6218752
2019-06-06T07:44:00+02:00;6892544
2019-06-06T07:45:00+02:00;5391360
2019-06-06T07:46:00+02:00;7214080
2019-06-06T07:47:00+02:00;7214080
2019-06-06T07:48:00+02:00;8371200
2019-06-06T07:49:00+02:00;4763648
2019-06-06T07:50:00+02:00;6624256
2019-06-06T07:51:00+02:00;6624256
2019-06-06T07:52:00+02:00;6663168
2019-06-06T07:53:00+02:00;6273024
2019-06-06T07:54:00+02:00;7631872
2019-06-06T07:55:00+02:00;5642240
2019-06-06T07:56:00+02:00;5642240
2019-06-06T07:57:00+02:00;6300672
2019-06-06T07:58:00+02:00;8651776
2019-06-06T07:59:00+02:00;7691264
2019-06-06T08:00:00+02:00;7691264
2019-06-06T08:01:00+02:00;7920640
2019-06-06T08:02:00+02:00;6417408
2019-06-06T08:03:00+02:00;7805952
2019-06-06T08:04:00+02:00;7805952
2019-06-06T08:05:00+02:00;10386432
2019-06-06T08:06:00+02:00;8126464
2019-06-06T08:07:00+02:00;9085952
2019-06-06T08:08:00+02:00;null
2019-06-06T08:09:00+02:00;null
2019-06-06T08:10:00+02:00;5965824
2019-06-06T08:11:00+02:00;6322176
2019-06-06T08:12:00+02:00;5287936
2019-06-06T08:13:00+02:00;5287936
2019-06-06T08:14:00+02:00;8147968
2019-06-06T08:15:00+02:00;10066944
2019-06-06T08:16:00+02:00;8091648
2019-06-06T08:17:00+02:00;10791936
2019-06-06T08:18:00+02:00;10791936
2019-06-06T08:19:00+02:00;11667456
2019-06-06T08:20:00+02:00;9910272
2019-06-06T08:21:00+02:00;9041920
2019-06-06T08:22:00+02:00;9041920
2019-06-06T08:23:00+02:00;9379840
2019-06-06T08:24:00+02:00;8707072
2019-06-06T08:25:00+02:00;7869440
2019-06-06T08:26:00+02:00;null
2019-06-06T08:27:00+02:00;null
2019-06-06T08:28:00+02:00;37383168
2019-06-06T08:29:00+02:00;32631808
2019-06-06T08:30:00+02:00;11279360
2019-06-06T08:31:00+02:00;11279360
2019-06-06T08:32:00+02:00;13408256
2019-06-06T08:33:00+02:00;11098112
2019-06-06T08:34:00+02:00;9150464
2019-06-06T08:35:00+02:00;8170496
2019-06-06T08:36:00+02:00;8170496
2019-06-06T08:37:00+02:00;8941568
2019-06-06T08:38:00+02:00;11529216
2019-06-06T08:39:00+02:00;9755648
2019-06-06T08:40:00+02:00;9755648
2019-06-06T08:41:00+02:00;10652672
2019-06-06T08:42:00+02:00;9435136
2019-06-06T08:43:00+02:00;10465280
2019-06-06T08:44:00+02:00;9127936
2019-06-06T08:45:00+02:00;9127936
2019-06-06T08:46:00+02:00;10805248
2019-06-06T08:47:00+02:00;11812864
2019-06-06T08:48:00+02:00;16598016
2019-06-06T08:49:00+02:00;16598016
2019-06-06T08:50:00+02:00;10249216
2019-06-06T08:51:00+02:00;11977728
2019-06-06T08:52:00+02:00;13556736
2019-06-06T08:53:00+02:00;12045312
2019-06-06T08:54:00+02:00;12045312
2019-06-06T08:55:00+02:00;9848832
2019-06-06T08:56:00+02:00;9610240
2019-06-06T08:57:00+02:00;14526464
2019-06-06T08:58:00+02:00;14526464
2019-06-06T08:59:00+02:00;13133824
2019-06-06T09:00:00+02:00;17391616
2019-06-06T09:01:00+02:00;15287296
2019-06-06T09:02:00+02:00;14756864
2019-06-06T09:03:00+02:00;14756864
2019-06-06T09:04:00+02:00;14699520
2019-06-06T09:05:00+02:00;15599616
2019-06-06T09:06:00+02:00;18589696
2019-06-06T09:07:00+02:00;15075328
2019-06-06T09:08:00+02:00;15075328
2019-06-06T09:09:00+02:00;13312000
2019-06-06T09:10:00+02:00;16180224
2019-06-06T09:11:00+02:00;15632384
2019-06-06T09:12:00+02:00;15632384
2019-06-06T09:13:00+02:00;11967488
2019-06-06T09:14:00+02:00;13235200
2019-06-06T09:15:00+02:00;17133568
2019-06-06T09:16:00+02:00;14439424
2019-06-06T09:17:00+02:00;14439424
2019-06-06T09:18:00+02:00;13918208
2019-06-06T09:19:00+02:00;12139520
2019-06-06T09:20:00+02:00;12597248
2019-06-06T09:21:00+02:00;12597248
2019-06-06T09:22:00+02:00;12014592
2019-06-06T09:23:00+02:00;13409280
2019-06-06T09:24:00+02:00;10834944
2019-06-06T09:25:00+02:00;12051456
2019-06-06T09:26:00+02:00;12051456
2019-06-06T09:27:00+02:00;16717824
2019-06-06T09:28:00+02:00;12248064
2019-06-06T09:29:00+02:00;12952576
2019-06-06T09:30:00+02:00;10715136
2019-06-06T09:31:00+02:00;10715136
2019-06-06T09:32:00+02:00;12960768
2019-06-06T09:33:00+02:00;16828416
2019-06-06T09:34:00+02:00;17902592
2019-06-06T09:35:00+02:00;17902592
2019-06-06T09:36:00+02:00;13358080
2019-06-06T09:37:00+02:00;14481408
2019-06-06T09:38:00+02:00;14599168
2019-06-06T09:39:00+02:00;null
2019-06-06T09:40:00+02:00;null
2019-06-06T09:41:00+02:00;11497472
2019-06-06T09:42:00+02:00;11827200
2019-06-06T09:43:00+02:00;10240000
2019-06-06T09:44:00+02:00;13156352
2019-06-06T09:45:00+02:00;13156352
2019-06-06T09:46:00+02:00;12021760
2019-06-06T09:47:00+02:00;10138624
2019-06-06T09:48:00+02:00;15185920
2019-06-06T09:49:00+02:00;15185920
2019-06-06T09:50:00+02:00;12915712
2019-06-06T09:51:00+02:00;11371520
2019-06-06T09:52:00+02:00;14026752
2019-06-06T09:53:00+02:00;null
2019-06-06T09:54:00+02:00;null
2019-06-06T09:55:00+02:00;12638208
2019-06-06T09:56:00+02:00;11049984
2019-06-06T09:57:00+02:00;9193472
2019-06-06T09:58:00+02:00;9193472
2019-06-06T09:59:00+02:00;10068992
2019-06-06T10:00:00+02:00;11867136
2019-06-06T10:01:00+02:00;11936768
2019-06-06T10:02:00+02:00;12601344
2019-06-06T10:03:00+02:00;12601344
2019-06-06T10:04:00+02:00;12278784
2019-06-06T10:05:00+02:00;11711488
2019-06-06T10:06:00+02:00;10710016
2019-06-06T10:07:00+02:00;12289024
2019-06-06T10:08:00+02:00;12289024
2019-06-06T10:09:00+02:00;10517504
2019-06-06T10:10:00+02:00;11248640
2019-06-06T10:11:00+02:00;13669376
2019-06-06T10:12:00+02:00;13669376
2019-06-06T10:13:00+02:00;18727936
2019-06-06T10:14:00+02:00;18522112
2019-06-06T10:15:00+02:00;17210368
2019-06-06T10:16:00+02:00;14887936
2019-06-06T10:17:00+02:00;14887936
2019-06-06T10:18:00+02:00;18495488
2019-06-06T10:19:00+02:00;18991104
2019-06-06T10:20:00+02:00;19272704
2019-06-06T10:21:00+02:00;19272704
2019-06-06T10:22:00+02:00;18912256
2019-06-06T10:23:00+02:00;19970048
2019-06-06T10:24:00+02:00;21242880
2019-06-06T10:25:00+02:00;19957760
2019-06-06T10:26:00+02:00;19957760
2019-06-06T10:27:00+02:00;21816320
2019-06-06T10:28:00+02:00;23497728
2019-06-06T10:29:00+02:00;27258880
2019-06-06T10:30:00+02:00;27258880
2019-06-06T10:31:00+02:00;22921216
2019-06-06T10:32:00+02:00;25226240
2019-06-06T10:33:00+02:00;24245248
2019-06-06T10:34:00+02:00;22216704
2019-06-06T10:35:00+02:00;22216704
2019-06-06T10:36:00+02:00;20787200
2019-06-06T10:37:00+02:00;21228544
2019-06-06T10:38:00+02:00;23298048
2019-06-06T10:39:00+02:00;23298048
2019-06-06T10:40:00+02:00;22591488
2019-06-06T10:41:00+02:00;21022720
2019-06-06T10:42:00+02:00;22717440
2019-06-06T10:43:00+02:00;27185152
2019-06-06T10:44:00+02:00;27185152
2019-06-06T10:45:00+02:00;24257536
2019-06-06T10:46:00+02:00;24757248
2019-06-06T10:47:00+02:00;23910400
2019-06-06T10:48:00+02:00;23910400
2019-06-06T10:49:00+02:00;20426752
2019-06-06T10:50:00+02:00;21456896
2019-06-06T10:51:00+02:00;18120704
2019-06-06T10:52:00+02:00;18120704
2019-06-06T10:53:00+02:00;19051520
2019-06-06T10:54:00+02:00;22760448
2019-06-06T10:55:00+02:00;22241280
2019-06-06T10:56:00+02:00;25589760
2019-06-06T10:57:00+02:00;25589760
2019-06-06T10:58:00+02:00;21296128
2019-06-06T10:59:00+02:00;18870272
2019-06-06T11:00:00+02:00;19819520
2019-06-06T11:01:00+02:00;19819520
2019-06-06T11:02:00+02:00;19122176
2019-06-06T11:03:00+02:00;16195584
2019-06-06T11:04:00+02:00;21108736
2019-06-06T11:05:00+02:00;20525056
2019-06-06T11:06:00+02:00;20525056
