Time;Number of bytes received
2019-06-06T22:13:00+02:00;27302912
2019-06-06T22:14:00+02:00;28055552
2019-06-06T22:15:00+02:00;30715904
2019-06-06T22:16:00+02:00;29111296
2019-06-06T22:17:00+02:00;29111296
2019-06-06T22:18:00+02:00;25733120
2019-06-06T22:19:00+02:00;28342272
2019-06-06T22:20:00+02:00;24933376
2019-06-06T22:21:00+02:00;24933376
2019-06-06T22:22:00+02:00;29135872
2019-06-06T22:23:00+02:00;31945728
2019-06-06T22:24:00+02:00;31528960
2019-06-06T22:25:00+02:00;34482176
2019-06-06T22:26:00+02:00;34482176
2019-06-06T22:27:00+02:00;32589824
2019-06-06T22:28:00+02:00;28072960
2019-06-06T22:29:00+02:00;31824896
2019-06-06T22:30:00+02:00;31824896
2019-06-06T22:31:00+02:00;30257152
2019-06-06T22:32:00+02:00;26846208
2019-06-06T22:33:00+02:00;28392448
2019-06-06T22:34:00+02:00;28392448
2019-06-06T22:35:00+02:00;31446016
2019-06-06T22:36:00+02:00;30852096
2019-06-06T22:37:00+02:00;34043904
2019-06-06T22:38:00+02:00;31527936
2019-06-06T22:39:00+02:00;31527936
2019-06-06T22:40:00+02:00;33157120
2019-06-06T22:41:00+02:00;31679488
2019-06-06T22:42:00+02:00;33941504
2019-06-06T22:43:00+02:00;33941504
2019-06-06T22:44:00+02:00;31049728
2019-06-06T22:45:00+02:00;22288384
2019-06-06T22:46:00+02:00;28533760
2019-06-06T22:47:00+02:00;25159680
2019-06-06T22:48:00+02:00;25159680
2019-06-06T22:49:00+02:00;24403968
2019-06-06T22:50:00+02:00;27738112
2019-06-06T22:51:00+02:00;33402880
2019-06-06T22:52:00+02:00;33402880
2019-06-06T22:53:00+02:00;28912640
2019-06-06T22:54:00+02:00;33114112
2019-06-06T22:55:00+02:00;32023552
2019-06-06T22:56:00+02:00;32023552
2019-06-06T22:57:00+02:00;21862400
2019-06-06T22:58:00+02:00;27449344
2019-06-06T22:59:00+02:00;31314944
2019-06-06T23:00:00+02:00;32368640
2019-06-06T23:01:00+02:00;32368640
2019-06-06T23:02:00+02:00;32982016
2019-06-06T23:03:00+02:00;27765760
2019-06-06T23:04:00+02:00;30005248
2019-06-06T23:05:00+02:00;30005248
2019-06-06T23:06:00+02:00;28309504
2019-06-06T23:07:00+02:00;25607168
2019-06-06T23:08:00+02:00;28710912
2019-06-06T23:09:00+02:00;25745408
2019-06-06T23:10:00+02:00;25745408
2019-06-06T23:11:00+02:00;25540608
2019-06-06T23:12:00+02:00;27308032
2019-06-06T23:13:00+02:00;23994368
2019-06-06T23:14:00+02:00;22779904
2019-06-06T23:15:00+02:00;22779904
2019-06-06T23:16:00+02:00;21688320
2019-06-06T23:17:00+02:00;24765440
2019-06-06T23:18:00+02:00;23749632
2019-06-06T23:19:00+02:00;23749632
2019-06-06T23:20:00+02:00;23421952
2019-06-06T23:21:00+02:00;24777728
2019-06-06T23:22:00+02:00;22782976
2019-06-06T23:23:00+02:00;22348800
2019-06-06T23:24:00+02:00;22348800
2019-06-06T23:25:00+02:00;17558528
2019-06-06T23:26:00+02:00;22437888
2019-06-06T23:27:00+02:00;25850880
2019-06-06T23:28:00+02:00;25850880
2019-06-06T23:29:00+02:00;22456320
2019-06-06T23:30:00+02:00;23953408
2019-06-06T23:31:00+02:00;22299648
2019-06-06T23:32:00+02:00;24167424
2019-06-06T23:33:00+02:00;24167424
2019-06-06T23:34:00+02:00;20076544
2019-06-06T23:35:00+02:00;14191616
2019-06-06T23:36:00+02:00;18243584
2019-06-06T23:37:00+02:00;18243584
2019-06-06T23:38:00+02:00;35946496
2019-06-06T23:39:00+02:00;18665472
2019-06-06T23:40:00+02:00;22464512
2019-06-06T23:41:00+02:00;23906304
2019-06-06T23:42:00+02:00;23906304
2019-06-06T23:43:00+02:00;23564288
2019-06-06T23:44:00+02:00;25025536
2019-06-06T23:45:00+02:00;26308608
2019-06-06T23:46:00+02:00;26308608
2019-06-06T23:47:00+02:00;23813120
2019-06-06T23:48:00+02:00;20715520
2019-06-06T23:49:00+02:00;24235008
2019-06-06T23:50:00+02:00;18433024
2019-06-06T23:51:00+02:00;18433024
2019-06-06T23:52:00+02:00;19122176
2019-06-06T23:53:00+02:00;22180864
2019-06-06T23:54:00+02:00;25663488
2019-06-06T23:55:00+02:00;25663488
2019-06-06T23:56:00+02:00;21497856
2019-06-06T23:57:00+02:00;20616192
2019-06-06T23:58:00+02:00;null
2019-06-06T23:59:00+02:00;23487488
