Time;Number of packets received on interface Network adapter 1
2019-03-05T09:00:00+01:00;27431
2019-03-05T10:00:00+01:00;19943
2019-03-05T11:00:00+01:00;21246
2019-03-05T12:00:00+01:00;23748
2019-03-05T13:00:00+01:00;24515
2019-03-05T14:00:00+01:00;32645
2019-03-05T15:00:00+01:00;22155
2019-03-05T16:00:00+01:00;21946
2019-03-05T17:00:00+01:00;21541
2019-03-05T18:00:00+01:00;23613
2019-03-05T19:00:00+01:00;15416
2019-03-05T20:00:00+01:00;14513
2019-03-05T21:00:00+01:00;17583
2019-03-05T22:00:00+01:00;22261
2019-03-05T23:00:00+01:00;19653
2019-03-06T00:00:00+01:00;14337
2019-03-06T01:00:00+01:00;15184
2019-03-06T02:00:00+01:00;21637
2019-03-06T03:00:00+01:00;16514
2019-03-06T04:00:00+01:00;35721
2019-03-06T05:00:00+01:00;15860
2019-03-06T06:00:00+01:00;16002
2019-03-06T07:00:00+01:00;9637
2019-03-06T08:00:00+01:00;10558
2019-03-06T09:00:00+01:00;13367
2019-03-06T10:00:00+01:00;46113
2019-03-06T11:00:00+01:00;24286
2019-03-06T12:00:00+01:00;11235
2019-03-06T13:00:00+01:00;12020
2019-03-06T14:00:00+01:00;42504
2019-03-06T15:00:00+01:00;26544
2019-03-06T16:00:00+01:00;9190
2019-03-06T17:00:00+01:00;9742
2019-03-06T18:00:00+01:00;42661
2019-03-06T19:00:00+01:00;23826
2019-03-06T20:00:00+01:00;4882
2019-03-06T21:00:00+01:00;6058
2019-03-06T22:00:00+01:00;38050
2019-03-06T23:00:00+01:00;22686
2019-03-07T00:00:00+01:00;4808
2019-03-07T01:00:00+01:00;4272
2019-03-07T02:00:00+01:00;36086
2019-03-07T03:00:00+01:00;24522
2019-03-07T04:00:00+01:00;11736
2019-03-07T05:00:00+01:00;4825
2019-03-07T06:00:00+01:00;35672
2019-03-07T07:00:00+01:00;26350
2019-03-07T08:00:00+01:00;14878
2019-03-07T09:00:00+01:00;13559
2019-03-07T10:00:00+01:00;43814
2019-03-07T11:00:00+01:00;29706
2019-03-07T12:00:00+01:00;15582
2019-03-07T13:00:00+01:00;13665
2019-03-07T14:00:00+01:00;39735
2019-03-07T15:00:00+01:00;30943
2019-03-07T16:00:00+01:00;14427
2019-03-07T17:00:00+01:00;11395
2019-03-07T18:00:00+01:00;32067
2019-03-07T19:00:00+01:00;26320
2019-03-07T20:00:00+01:00;6974
2019-03-07T21:00:00+01:00;7062
2019-03-07T22:00:00+01:00;31738
2019-03-07T23:00:00+01:00;25216
2019-03-08T00:00:00+01:00;7603
2019-03-08T01:00:00+01:00;5816
2019-03-08T02:00:00+01:00;29672
2019-03-08T03:00:00+01:00;39454
2019-03-08T04:00:00+01:00;6933
2019-03-08T05:00:00+01:00;5984
2019-03-08T06:00:00+01:00;26653
2019-03-08T07:00:00+01:00;31228
2019-03-08T08:00:00+01:00;16724
2019-03-08T09:00:00+01:00;12768
2019-03-08T10:00:00+01:00;29537
2019-03-08T11:00:00+01:00;34097
2019-03-08T12:00:00+01:00;18822
2019-03-08T13:00:00+01:00;14722
2019-03-08T14:00:00+01:00;28434
2019-03-08T15:00:00+01:00;32689
2019-03-08T16:00:00+01:00;13471
2019-03-08T17:00:00+01:00;7970
2019-03-08T18:00:00+01:00;25019
2019-03-08T19:00:00+01:00;32255
2019-03-08T20:00:00+01:00;8624
2019-03-08T21:00:00+01:00;5733
2019-03-08T22:00:00+01:00;23952
2019-03-08T23:00:00+01:00;25687
2019-03-09T00:00:00+01:00;10423
2019-03-09T01:00:00+01:00;5093
2019-03-09T02:00:00+01:00;20198
2019-03-09T03:00:00+01:00;25734
2019-03-09T04:00:00+01:00;11031
2019-03-09T05:00:00+01:00;4617
2019-03-09T06:00:00+01:00;20213
2019-03-09T07:00:00+01:00;30972
2019-03-09T08:00:00+01:00;10106
2019-03-09T09:00:00+01:00;5658
2019-03-09T10:00:00+01:00;21674
2019-03-09T11:00:00+01:00;28293
2019-03-09T12:00:00+01:00;9933
2019-03-09T13:00:00+01:00;5488
2019-03-09T14:00:00+01:00;20296
2019-03-09T15:00:00+01:00;28992
2019-03-09T16:00:00+01:00;10398
2019-03-09T17:00:00+01:00;5100
2019-03-09T18:00:00+01:00;19743
2019-03-09T19:00:00+01:00;30358
2019-03-09T20:00:00+01:00;10275
2019-03-09T21:00:00+01:00;5823
2019-03-09T22:00:00+01:00;20594
2019-03-09T23:00:00+01:00;29936
2019-03-10T00:00:00+01:00;12841
2019-03-10T01:00:00+01:00;14186
2019-03-10T02:00:00+01:00;19655
2019-03-10T03:00:00+01:00;30370
2019-03-10T04:00:00+01:00;14547
2019-03-10T05:00:00+01:00;5150
2019-03-10T06:00:00+01:00;18029
2019-03-10T07:00:00+01:00;30991
2019-03-10T08:00:00+01:00;10835
2019-03-10T09:00:00+01:00;6384
2019-03-10T10:00:00+01:00;20871
2019-03-10T11:00:00+01:00;27682
2019-03-10T12:00:00+01:00;14123
2019-03-10T13:00:00+01:00;5794
2019-03-10T14:00:00+01:00;17874
2019-03-10T15:00:00+01:00;28371
2019-03-10T16:00:00+01:00;10875
2019-03-10T17:00:00+01:00;5811
2019-03-10T18:00:00+01:00;17149
2019-03-10T19:00:00+01:00;26473
2019-03-10T20:00:00+01:00;11068
2019-03-10T21:00:00+01:00;7447
2019-03-10T22:00:00+01:00;17395
2019-03-10T23:00:00+01:00;27205
2019-03-11T00:00:00+01:00;16677
2019-03-11T01:00:00+01:00;6289
2019-03-11T02:00:00+01:00;17637
2019-03-11T03:00:00+01:00;36440
2019-03-11T04:00:00+01:00;35554
2019-03-11T05:00:00+01:00;7170
2019-03-11T06:00:00+01:00;18279
2019-03-11T07:00:00+01:00;34794
2019-03-11T08:00:00+01:00;24665
2019-03-11T09:00:00+01:00;17661
2019-03-11T10:00:00+01:00;19950
2019-03-11T11:00:00+01:00;32365
2019-03-11T12:00:00+01:00;23771
2019-03-11T13:00:00+01:00;17074
2019-03-11T14:00:00+01:00;24945
2019-03-11T15:00:00+01:00;28135
2019-03-11T16:00:00+01:00;23624
2019-03-11T17:00:00+01:00;15110
2019-03-11T18:00:00+01:00;21708
2019-03-11T19:00:00+01:00;28698
2019-03-11T20:00:00+01:00;15412
2019-03-11T21:00:00+01:00;11430
2019-03-11T22:00:00+01:00;15275
2019-03-11T23:00:00+01:00;24892
2019-03-12T00:00:00+01:00;16239
2019-03-12T01:00:00+01:00;10005
2019-03-12T02:00:00+01:00;26010
2019-03-12T03:00:00+01:00;26079
2019-03-12T04:00:00+01:00;15763
2019-03-12T05:00:00+01:00;11234
2019-03-12T06:00:00+01:00;18148
2019-03-12T07:00:00+01:00;27418
2019-03-12T08:00:00+01:00;26298
2019-03-12T09:00:00+01:00;19691
2019-03-12T10:00:00+01:00;23589
2019-03-12T11:00:00+01:00;33076
2019-03-12T12:00:00+01:00;24527
2019-03-12T13:00:00+01:00;20800
2019-03-12T14:00:00+01:00;23383
2019-03-12T15:00:00+01:00;25362
2019-03-12T16:00:00+01:00;21138
2019-03-12T17:00:00+01:00;19737
2019-03-12T18:00:00+01:00;23192
2019-03-12T19:00:00+01:00;20463
2019-03-12T20:00:00+01:00;10777
2019-03-12T21:00:00+01:00;9896
2019-03-12T22:00:00+01:00;10506
2019-03-12T23:00:00+01:00;16103
2019-03-13T00:00:00+01:00;9207
2019-03-13T01:00:00+01:00;10520
2019-03-13T02:00:00+01:00;10648
2019-03-13T03:00:00+01:00;25055
2019-03-13T04:00:00+01:00;9075
2019-03-13T05:00:00+01:00;9374
2019-03-13T06:00:00+01:00;27290
2019-03-13T07:00:00+01:00;21408
2019-03-13T08:00:00+01:00;21739
2019-03-13T09:00:00+01:00;15564
2019-03-13T10:00:00+01:00;32639
2019-03-13T11:00:00+01:00;24255
2019-03-13T12:00:00+01:00;21406
2019-03-13T13:00:00+01:00;15046
2019-03-13T14:00:00+01:00;31022
2019-03-13T15:00:00+01:00;23537
2019-03-13T16:00:00+01:00;19076
2019-03-13T17:00:00+01:00;16632
2019-03-13T18:00:00+01:00;33427
2019-03-13T19:00:00+01:00;16852
2019-03-13T20:00:00+01:00;9259
2019-03-13T21:00:00+01:00;7679
2019-03-13T22:00:00+01:00;7875
2019-03-13T23:00:00+01:00;7470
2019-03-14T00:00:00+01:00;6882
2019-03-14T01:00:00+01:00;6223
2019-03-14T02:00:00+01:00;6710
2019-03-14T03:00:00+01:00;6842
2019-03-14T04:00:00+01:00;11439
2019-03-14T05:00:00+01:00;7343
2019-03-14T06:00:00+01:00;33287
2019-03-14T07:00:00+01:00;14656
2019-03-14T08:00:00+01:00;18298
2019-03-14T09:00:00+01:00;15537
2019-03-14T10:00:00+01:00;37096
2019-03-14T11:00:00+01:00;19900
2019-03-14T12:00:00+01:00;22350
2019-03-14T13:00:00+01:00;16875
2019-03-14T14:00:00+01:00;40693
2019-03-14T15:00:00+01:00;17297
2019-03-14T16:00:00+01:00;17548
2019-03-14T17:00:00+01:00;13151
2019-03-14T18:00:00+01:00;28373
2019-03-14T19:00:00+01:00;18700
2019-03-14T20:00:00+01:00;8862
2019-03-14T21:00:00+01:00;8543
2019-03-14T22:00:00+01:00;6485
2019-03-14T23:00:00+01:00;9113
2019-03-15T00:00:00+01:00;7208
2019-03-15T01:00:00+01:00;5155
2019-03-15T02:00:00+01:00;4906
2019-03-15T03:00:00+01:00;8796
2019-03-15T04:00:00+01:00;4688
2019-03-15T05:00:00+01:00;7934
2019-03-15T06:00:00+01:00;41044
2019-03-15T07:00:00+01:00;16559
2019-03-15T08:00:00+01:00;15164
2019-03-15T09:00:00+01:00;12434
2019-03-15T10:00:00+01:00;41010
2019-03-15T11:00:00+01:00;17562
2019-03-15T12:00:00+01:00;14483
2019-03-15T13:00:00+01:00;14208
2019-03-15T14:00:00+01:00;41860
2019-03-15T15:00:00+01:00;18762
2019-03-15T16:00:00+01:00;12644
2019-03-15T17:00:00+01:00;10136
2019-03-15T18:00:00+01:00;28134
2019-03-15T19:00:00+01:00;21063
2019-03-15T20:00:00+01:00;5973
2019-03-15T21:00:00+01:00;4835
2019-03-15T22:00:00+01:00;3778
2019-03-15T23:00:00+01:00;8136
2019-03-16T00:00:00+01:00;4514
2019-03-16T01:00:00+01:00;3724
2019-03-16T02:00:00+01:00;3027
2019-03-16T03:00:00+01:00;8015
2019-03-16T04:00:00+01:00;10479
2019-03-16T05:00:00+01:00;4122
2019-03-16T06:00:00+01:00;2906
2019-03-16T07:00:00+01:00;8259
2019-03-16T08:00:00+01:00;5247
2019-03-16T09:00:00+01:00;6111
2019-03-16T10:00:00+01:00;4635
2019-03-16T11:00:00+01:00;8817
2019-03-16T12:00:00+01:00;4244
2019-03-16T13:00:00+01:00;5169
2019-03-16T14:00:00+01:00;4164
2019-03-16T15:00:00+01:00;8948
2019-03-16T16:00:00+01:00;6094
2019-03-16T17:00:00+01:00;5489
2019-03-16T18:00:00+01:00;6268
2019-03-16T19:00:00+01:00;8839
2019-03-16T20:00:00+01:00;6856
2019-03-16T21:00:00+01:00;5759
2019-03-16T22:00:00+01:00;4714
2019-03-16T23:00:00+01:00;8438
2019-03-17T00:00:00+01:00;5758
2019-03-17T01:00:00+01:00;5967
2019-03-17T02:00:00+01:00;3465
2019-03-17T03:00:00+01:00;8327
2019-03-17T04:00:00+01:00;14124
2019-03-17T05:00:00+01:00;4638
2019-03-17T06:00:00+01:00;10297
2019-03-17T07:00:00+01:00;5550
2019-03-17T08:00:00+01:00;7452
2019-03-17T09:00:00+01:00;4334
2019-03-17T10:00:00+01:00;4732
2019-03-17T11:00:00+01:00;7274
2019-03-17T12:00:00+01:00;6027
2019-03-17T13:00:00+01:00;4557
2019-03-17T14:00:00+01:00;10009
2019-03-17T15:00:00+01:00;14007
2019-03-17T16:00:00+01:00;28361
2019-03-17T17:00:00+01:00;5044
2019-03-17T18:00:00+01:00;10406
2019-03-17T19:00:00+01:00;13457
2019-03-17T20:00:00+01:00;25551
2019-03-17T21:00:00+01:00;5408
2019-03-17T22:00:00+01:00;4319
2019-03-17T23:00:00+01:00;7292
2019-03-18T00:00:00+01:00;25039
2019-03-18T01:00:00+01:00;11036
2019-03-18T02:00:00+01:00;5562
2019-03-18T03:00:00+01:00;5633
2019-03-18T04:00:00+01:00;18667
2019-03-18T05:00:00+01:00;31453
2019-03-18T06:00:00+01:00;20795
2019-03-18T07:00:00+01:00;11759
2019-03-18T08:00:00+01:00;16718
2019-03-18T09:00:00+01:00;43296
2019-03-18T10:00:00+01:00;27116
2019-03-18T11:00:00+01:00;14605
2019-03-18T12:00:00+01:00;16412
2019-03-18T13:00:00+01:00;36205
2019-03-18T14:00:00+01:00;29648
2019-03-18T15:00:00+01:00;14222
2019-03-18T16:00:00+01:00;16750
2019-03-18T17:00:00+01:00;34072
2019-03-18T18:00:00+01:00;24065
2019-03-18T19:00:00+01:00;9131
2019-03-18T20:00:00+01:00;6730
2019-03-18T21:00:00+01:00;26757
2019-03-18T22:00:00+01:00;8002
2019-03-18T23:00:00+01:00;8616
2019-03-19T00:00:00+01:00;6626
2019-03-19T01:00:00+01:00;24793
2019-03-19T02:00:00+01:00;7096
2019-03-19T03:00:00+01:00;10852
2019-03-19T04:00:00+01:00;10630
2019-03-19T05:00:00+01:00;30171
2019-03-19T06:00:00+01:00;21712
2019-03-19T07:00:00+01:00;13434
2019-03-19T08:00:00+01:00;16902
2019-03-19T09:00:00+01:00;34498
2019-03-19T10:00:00+01:00;29246
2019-03-19T11:00:00+01:00;15338
2019-03-19T12:00:00+01:00;17050
2019-03-19T13:00:00+01:00;34092
2019-03-19T14:00:00+01:00;31674
2019-03-19T15:00:00+01:00;15892
2019-03-19T16:00:00+01:00;17838
2019-03-19T17:00:00+01:00;32318
2019-03-19T18:00:00+01:00;27329
2019-03-19T19:00:00+01:00;9177
2019-03-19T20:00:00+01:00;8204
2019-03-19T21:00:00+01:00;14323
2019-03-19T22:00:00+01:00;5957
2019-03-19T23:00:00+01:00;4107
2019-03-20T00:00:00+01:00;4179
2019-03-20T01:00:00+01:00;12543
2019-03-20T02:00:00+01:00;6803
2019-03-20T03:00:00+01:00;13035
2019-03-20T04:00:00+01:00;6952
2019-03-20T05:00:00+01:00;13042
2019-03-20T06:00:00+01:00;34272
2019-03-20T07:00:00+01:00;11488
2019-03-20T08:00:00+01:00;18240
2019-03-20T09:00:00+01:00;19947
2019-03-20T10:00:00+01:00;37318
2019-03-20T11:00:00+01:00;12637
2019-03-20T12:00:00+01:00;16284
2019-03-20T13:00:00+01:00;22219
2019-03-20T14:00:00+01:00;39621
2019-03-20T15:00:00+01:00;16014
2019-03-20T16:00:00+01:00;15026
2019-03-20T17:00:00+01:00;18828
2019-03-20T18:00:00+01:00;32612
2019-03-20T19:00:00+01:00;12819
2019-03-20T20:00:00+01:00;6055
2019-03-20T21:00:00+01:00;13041
2019-03-20T22:00:00+01:00;9255
2019-03-20T23:00:00+01:00;5056
2019-03-21T00:00:00+01:00;4334
2019-03-21T01:00:00+01:00;10388
2019-03-21T02:00:00+01:00;8879
2019-03-21T03:00:00+01:00;4637
2019-03-21T04:00:00+01:00;16481
2019-03-21T05:00:00+01:00;11916
2019-03-21T06:00:00+01:00;39717
2019-03-21T07:00:00+01:00;13505
2019-03-21T08:00:00+01:00;17414
2019-03-21T09:00:00+01:00;19548
2019-03-21T10:00:00+01:00;42479
2019-03-21T11:00:00+01:00;18051
2019-03-21T12:00:00+01:00;16098
2019-03-21T13:00:00+01:00;19770
2019-03-21T14:00:00+01:00;38948
2019-03-21T15:00:00+01:00;18184
2019-03-21T16:00:00+01:00;14627
2019-03-21T17:00:00+01:00;15927
2019-03-21T18:00:00+01:00;35595
2019-03-21T19:00:00+01:00;14897
2019-03-21T20:00:00+01:00;5616
2019-03-21T21:00:00+01:00;10216
2019-03-21T22:00:00+01:00;10257
2019-03-21T23:00:00+01:00;5713
2019-03-22T00:00:00+01:00;4609
2019-03-22T01:00:00+01:00;9002
2019-03-22T02:00:00+01:00;8093
2019-03-22T03:00:00+01:00;7236
2019-03-22T04:00:00+01:00;4712
2019-03-22T05:00:00+01:00;15626
2019-03-22T06:00:00+01:00;33955
2019-03-22T07:00:00+01:00;15962
2019-03-22T08:00:00+01:00;16305
2019-03-22T09:00:00+01:00;19074
2019-03-22T10:00:00+01:00;36079
2019-03-22T11:00:00+01:00;17780
2019-03-22T12:00:00+01:00;17787
2019-03-22T13:00:00+01:00;17039
2019-03-22T14:00:00+01:00;42220
2019-03-22T15:00:00+01:00;15380
2019-03-22T16:00:00+01:00;13115
2019-03-22T17:00:00+01:00;14353
2019-03-22T18:00:00+01:00;36145
2019-03-22T19:00:00+01:00;14265
2019-03-22T20:00:00+01:00;5743
2019-03-22T21:00:00+01:00;9695
2019-03-22T22:00:00+01:00;20451
2019-03-22T23:00:00+01:00;13371
2019-03-23T00:00:00+01:00;5663
2019-03-23T01:00:00+01:00;7671
2019-03-23T02:00:00+01:00;15060
2019-03-23T03:00:00+01:00;14812
2019-03-23T04:00:00+01:00;13256
2019-03-23T05:00:00+01:00;7898
2019-03-23T06:00:00+01:00;14700
2019-03-23T07:00:00+01:00;16460
2019-03-23T08:00:00+01:00;13351
2019-03-23T09:00:00+01:00;9502
2019-03-23T10:00:00+01:00;14669
2019-03-23T11:00:00+01:00;14480
2019-03-23T12:00:00+01:00;6121
2019-03-23T13:00:00+01:00;9095
2019-03-23T14:00:00+01:00;15192
2019-03-23T15:00:00+01:00;13231
2019-03-23T16:00:00+01:00;5184
2019-03-23T17:00:00+01:00;8235
2019-03-23T18:00:00+01:00;12362
2019-03-23T19:00:00+01:00;17613
2019-03-23T20:00:00+01:00;5746
2019-03-23T21:00:00+01:00;9344
2019-03-23T22:00:00+01:00;16099
2019-03-23T23:00:00+01:00;18032
2019-03-24T00:00:00+01:00;28785
2019-03-24T01:00:00+01:00;6637
2019-03-24T02:00:00+01:00;12753
2019-03-24T03:00:00+01:00;17944
2019-03-24T04:00:00+01:00;12587
2019-03-24T05:00:00+01:00;6399
2019-03-24T06:00:00+01:00;11764
2019-03-24T07:00:00+01:00;22624
2019-03-24T08:00:00+01:00;10373
2019-03-24T09:00:00+01:00;7141
2019-03-24T10:00:00+01:00;10864
2019-03-24T11:00:00+01:00;13419
2019-03-24T12:00:00+01:00;9042
2019-03-24T13:00:00+01:00;6701
2019-03-24T14:00:00+01:00;12167
2019-03-24T15:00:00+01:00;15008
2019-03-24T16:00:00+01:00;10693
2019-03-24T17:00:00+01:00;8066
2019-03-24T18:00:00+01:00;9356
2019-03-24T19:00:00+01:00;17142
2019-03-24T20:00:00+01:00;10373
2019-03-24T21:00:00+01:00;9174
2019-03-24T22:00:00+01:00;6893
2019-03-24T23:00:00+01:00;13099
2019-03-25T00:00:00+01:00;8052
2019-03-25T01:00:00+01:00;9380
2019-03-25T02:00:00+01:00;8966
2019-03-25T03:00:00+01:00;11899
2019-03-25T04:00:00+01:00;26004
2019-03-25T05:00:00+01:00;13211
2019-03-25T06:00:00+01:00;22998
2019-03-25T07:00:00+01:00;23429
2019-03-25T08:00:00+01:00;20823
2019-03-25T09:00:00+01:00;18283
2019-03-25T10:00:00+01:00;35573
2019-03-25T11:00:00+01:00;27108
2019-03-25T12:00:00+01:00;26658
2019-03-25T13:00:00+01:00;21694
2019-03-25T14:00:00+01:00;30701
2019-03-25T15:00:00+01:00;23783
2019-03-25T16:00:00+01:00;21411
2019-03-25T17:00:00+01:00;18678
2019-03-25T18:00:00+01:00;28511
2019-03-25T19:00:00+01:00;17755
2019-03-25T20:00:00+01:00;11686
2019-03-25T21:00:00+01:00;8049
2019-03-25T22:00:00+01:00;6980
2019-03-25T23:00:00+01:00;6762
2019-03-26T00:00:00+01:00;7973
2019-03-26T01:00:00+01:00;7973
2019-03-26T02:00:00+01:00;8018
2019-03-26T03:00:00+01:00;8829
2019-03-26T04:00:00+01:00;8254
2019-03-26T05:00:00+01:00;8145
2019-03-26T06:00:00+01:00;43013
2019-03-26T07:00:00+01:00;16422
2019-03-26T08:00:00+01:00;17943
2019-03-26T09:00:00+01:00;19081
2019-03-26T10:00:00+01:00;36066
2019-03-26T11:00:00+01:00;19002
2019-03-26T12:00:00+01:00;18619
2019-03-26T13:00:00+01:00;18850
2019-03-26T14:00:00+01:00;44909
2019-03-26T15:00:00+01:00;24351
2019-03-26T16:00:00+01:00;19303
2019-03-26T17:00:00+01:00;16433
2019-03-26T18:00:00+01:00;36848
2019-03-26T19:00:00+01:00;15956
2019-03-26T20:00:00+01:00;10555
2019-03-26T21:00:00+01:00;7001
2019-03-26T22:00:00+01:00;7777
2019-03-26T23:00:00+01:00;10567
2019-03-27T00:00:00+01:00;8522
2019-03-27T01:00:00+01:00;6415
2019-03-27T02:00:00+01:00;7919
2019-03-27T03:00:00+01:00;19393
2019-03-27T04:00:00+01:00;7582
2019-03-27T05:00:00+01:00;31550
2019-03-27T06:00:00+01:00;34500
2019-03-27T07:00:00+01:00;18483
2019-03-27T08:00:00+01:00;18410
2019-03-27T09:00:00+01:00;19211
2019-03-27T10:00:00+01:00;40473
2019-03-27T11:00:00+01:00;20378
2019-03-27T12:00:00+01:00;19298
2019-03-27T13:00:00+01:00;13308
2019-03-27T14:00:00+01:00;39738
2019-03-27T15:00:00+01:00;20363
2019-03-27T16:00:00+01:00;21026
2019-03-27T17:00:00+01:00;14373
2019-03-27T18:00:00+01:00;33701
2019-03-27T19:00:00+01:00;16297
2019-03-27T20:00:00+01:00;8837
2019-03-27T21:00:00+01:00;6378
2019-03-27T22:00:00+01:00;8901
2019-03-27T23:00:00+01:00;8989
2019-03-28T00:00:00+01:00;8702
2019-03-28T01:00:00+01:00;7597
2019-03-28T02:00:00+01:00;8692
2019-03-28T03:00:00+01:00;11783
2019-03-28T04:00:00+01:00;5997
2019-03-28T05:00:00+01:00;6899
2019-03-28T06:00:00+01:00;37392
2019-03-28T07:00:00+01:00;15091
2019-03-28T08:00:00+01:00;20278
2019-03-28T09:00:00+01:00;15580
2019-03-28T10:00:00+01:00;41869
2019-03-28T11:00:00+01:00;18274
2019-03-28T12:00:00+01:00;23625
2019-03-28T13:00:00+01:00;20839
2019-03-28T14:00:00+01:00;39642
2019-03-28T15:00:00+01:00;20978
2019-03-28T16:00:00+01:00;18629
2019-03-28T17:00:00+01:00;15195
2019-03-28T18:00:00+01:00;37570
2019-03-28T19:00:00+01:00;16388
2019-03-28T20:00:00+01:00;7964
2019-03-28T21:00:00+01:00;6966
2019-03-28T22:00:00+01:00;8348
2019-03-28T23:00:00+01:00;10635
2019-03-29T00:00:00+01:00;9796
2019-03-29T01:00:00+01:00;9211
2019-03-29T02:00:00+01:00;9673
2019-03-29T03:00:00+01:00;6130
2019-03-29T04:00:00+01:00;6794
2019-03-29T05:00:00+01:00;8821
2019-03-29T06:00:00+01:00;8868
2019-03-29T07:00:00+01:00;10840
2019-03-29T08:00:00+01:00;23471
2019-03-29T09:00:00+01:00;20411
2019-03-29T10:00:00+01:00;15515
2019-03-29T11:00:00+01:00;13409
2019-03-29T12:00:00+01:00;21362
2019-03-29T13:00:00+01:00;17156
2019-03-29T14:00:00+01:00;27091
2019-03-29T15:00:00+01:00;12126
2019-03-29T16:00:00+01:00;20589
2019-03-29T17:00:00+01:00;16482
2019-03-29T18:00:00+01:00;19482
2019-03-29T19:00:00+01:00;18506
2019-03-29T20:00:00+01:00;13579
2019-03-29T21:00:00+01:00;13330
2019-03-29T22:00:00+01:00;19767
2019-03-29T23:00:00+01:00;17897
2019-03-30T00:00:00+01:00;15676
2019-03-30T01:00:00+01:00;15253
