Time;Number of bytes transmitted on interface Network adapter 1
2019-03-30T01:00:00+01:00;513484
2019-03-30T02:00:00+01:00;118664
2019-03-30T03:00:00+01:00;153873
2019-03-30T04:00:00+01:00;106990
2019-03-30T05:00:00+01:00;82414
2019-03-30T06:00:00+01:00;123033
2019-03-30T07:00:00+01:00;123921
2019-03-30T08:00:00+01:00;100078
2019-03-30T09:00:00+01:00;67857
2019-03-30T10:00:00+01:00;126634
2019-03-30T11:00:00+01:00;123579
2019-03-30T12:00:00+01:00;97877
2019-03-30T13:00:00+01:00;85333
2019-03-30T14:00:00+01:00;116172
2019-03-30T15:00:00+01:00;108066
2019-03-30T16:00:00+01:00;98577
2019-03-30T17:00:00+01:00;79786
2019-03-30T18:00:00+01:00;104209
2019-03-30T19:00:00+01:00;107810
2019-03-30T20:00:00+01:00;98116
2019-03-30T21:00:00+01:00;71816
2019-03-30T22:00:00+01:00;114312
2019-03-30T23:00:00+01:00;121582
2019-03-31T00:00:00+01:00;111462
2019-03-31T01:00:00+01:00;80930
2019-03-31T03:00:00+02:00;197188
2019-03-31T04:00:00+02:00;94907
2019-03-31T05:00:00+02:00;85333
2019-03-31T06:00:00+02:00;18722
2019-03-31T07:00:00+02:00;213981
2019-03-31T08:00:00+02:00;105113
2019-03-31T09:00:00+02:00;93098
2019-03-31T10:00:00+02:00;61952
2019-03-31T11:00:00+02:00;190566
2019-03-31T12:00:00+02:00;105659
2019-03-31T13:00:00+02:00;91136
2019-03-31T14:00:00+02:00;22528
2019-03-31T15:00:00+02:00;200499
2019-03-31T16:00:00+02:00;100676
2019-03-31T17:00:00+02:00;90948
2019-03-31T18:00:00+02:00;26572
2019-03-31T19:00:00+02:00;200669
2019-03-31T20:00:00+02:00;100659
2019-03-31T21:00:00+02:00;92689
2019-03-31T22:00:00+02:00;34662
2019-03-31T23:00:00+02:00;733952
2019-04-01T00:00:00+02:00;105352
