Time;CPU usage;Ntwk_bytes receiv;Ntwk_bytes transmitted;Number of VMs;Used memory;Aver write latency LUN_080;Average read latency LUN_080;Average write latency  LUN_081;Average read latency LUN_081;Average write latency LUN_082;Average read latency LUN_082;Average write latency LUN_083;Average read latency LUN_083;Average write latency LUN_084;Average read latency LUN_084;Average write latency LUN_085;Average read latency LUN_085;Average read latency LUN_086;Average read latency LUN_086
2019-03-01T00:00:00+01:00;10144100000;13583547;13138858;76;2.35E+11;2;2;4;2;1;3;3;1;1;1;1;8;2;2
2019-03-01T01:00:00+01:00;10260416666;7147963;32474009;76;2.35E+11;2;1;6;0;2;2;3;0;2;1;2;6;5;5
2019-03-01T02:00:00+01:00;8396933333;4062600;15103385;76;2.35E+11;2;2;2;0;2;3;2;0;3;1;2;6;2;2
2019-03-01T03:00:00+01:00;8504783333;2821495;12728473;76;2.37E+11;3;2;1;1;2;4;2;0;3;3;2;6;4;4
2019-03-01T04:00:00+01:00;8670983333;1757201;3101781;77;2.40E+11;5;5;1;0;8;2;1;0;10;0;2;5;3;3
2019-03-01T05:00:00+01:00;8188816666;1752849;2684996;77;2.40E+11;1;3;24;0;1;2;22;0;1;0;1;5;1;1
2019-03-01T06:00:00+01:00;8215350000;2011904;1782903;77;2.40E+11;2;3;3;0;4;2;1;0;5;1;1;4;0;0
2019-03-01T07:00:00+01:00;10024166666;7245636;6865134;77;2.40E+11;1;6;2;1;1;3;2;5;1;0;1;6;1;1
2019-03-01T08:00:00+01:00;10538533333;5600392;5446809;77;2.40E+11;1;6;1;3;1;2;1;5;1;0;1;6;2;2
2019-03-01T09:00:00+01:00;10420433333;6508356;5964919;78;2.41E+11;2;10;1;1;1;2;0;4;1;1;1;7;2;2
2019-03-01T10:00:00+01:00;12635933333;7323396;7179605;78;2.41E+11;1;6;1;0;1;1;0;4;2;0;1;7;1;1
2019-03-01T11:00:00+01:00;13232200000;8779485;8298649;78;2.41E+11;1;6;2;1;1;2;1;3;1;0;1;6;2;2
2019-03-01T12:00:00+01:00;14843150000;18930449;25273975;78;2.42E+11;2;7;1;0;1;4;0;5;1;0;1;7;1;1
2019-03-01T13:00:00+01:00;13710300000;22583417;22715600;78;2.43E+11;1;5;1;0;0;3;0;4;1;1;0;6;2;2
2019-03-01T14:00:00+01:00;11808633333;11542886;12383795;78;2.43E+11;1;4;2;5;1;2;1;5;1;0;1;5;2;2
2019-03-01T15:00:00+01:00;13363133333;12234376;14854980;78;2.43E+11;2;6;2;0;1;2;1;5;2;0;1;8;3;3
2019-03-01T16:00:00+01:00;12483800000;17295776;17792000;78;2.44E+11;2;6;2;0;1;2;1;4;1;1;1;6;3;3
2019-03-01T17:00:00+01:00;13220150000;16676676;15923780;78;2.44E+11;1;3;1;1;0;3;0;4;1;0;0;6;2;2
2019-03-01T18:00:00+01:00;12805633333;17282798;22342946;78;2.44E+11;2;8;1;0;1;2;1;3;1;0;0;5;1;1
2019-03-01T19:00:00+01:00;14799350000;22166101;21899980;78;2.44E+11;0;3;0;0;0;2;0;1;0;1;0;6;0;0
2019-03-01T20:00:00+01:00;15839283333;21340876;20895948;78;2.44E+11;1;3;1;0;1;2;1;1;1;0;0;6;2;2
2019-03-01T21:00:00+01:00;16507016666;20783479;28964983;78;2.43E+11;1;2;0;0;0;2;0;3;1;0;0;5;1;1
2019-03-01T22:00:00+01:00;16564683333;20662801;22463590;77;2.38E+11;1;3;1;0;1;2;1;2;2;0;0;6;2;2
2019-03-01T23:00:00+01:00;13900783333;17720917;17405934;77;2.37E+11;1;1;0;0;0;2;0;0;1;1;0;5;1;1
2019-03-02T00:00:00+01:00;9496000000;19872307;13509853;77;2.47E+11;2;1;3;1;1;3;2;2;2;1;2;5;1;1
2019-03-02T01:00:00+01:00;11737283333;10794001;40994252;77;2.43E+11;2;3;2;1;2;2;2;0;2;2;1;6;4;4
2019-03-02T02:00:00+01:00;10624500000;4018909;17657275;77;2.37E+11;3;6;2;0;3;2;2;0;3;1;3;6;2;2
2019-03-02T03:00:00+01:00;8518566666;4819200;11721540;77;2.39E+11;2;7;2;1;3;2;1;0;3;2;2;7;2;2
2019-03-02T04:00:00+01:00;7716666666;6724369;6701550;80;2.51E+11;8;5;2;0;10;2;1;2;8;1;1;5;4;4
2019-03-02T05:00:00+01:00;8573133333;2546892;2118041;80;2.52E+11;1;4;0;0;1;2;0;0;0;0;0;4;0;0
2019-03-02T06:00:00+01:00;8869500000;2038558;8423094;80;2.52E+11;1;5;4;0;1;1;1;0;1;0;2;4;0;0
2019-03-02T07:00:00+01:00;8212350000;2022365;1955379;80;2.52E+11;0;2;0;0;0;1;0;0;0;0;0;4;0;0
2019-03-02T08:00:00+01:00;8680750000;5612595;8950766;80;2.52E+11;0;6;0;0;1;1;0;0;0;0;0;4;1;1
2019-03-02T09:00:00+01:00;11053850000;11144562;21531753;80;2.52E+11;1;4;0;0;0;1;0;0;0;1;0;5;1;1
2019-03-02T10:00:00+01:00;12024416666;14817661;41099611;79;2.45E+11;1;5;2;0;0;1;0;0;1;0;0;5;1;1
2019-03-02T11:00:00+01:00;14062683333;16408354;34123861;79;2.44E+11;1;4;1;0;1;2;0;0;1;0;0;4;1;1
2019-03-02T12:00:00+01:00;13942600000;17430937;17443464;79;2.44E+11;1;4;0;0;1;2;0;1;1;1;0;5;1;1
2019-03-02T13:00:00+01:00;13764433333;23326054;23648051;79;2.44E+11;1;8;1;0;1;2;0;0;1;1;0;5;2;2
2019-03-02T14:00:00+01:00;12891083333;27473373;27026380;79;2.44E+11;1;4;2;0;0;1;1;0;0;0;0;4;0;0
2019-03-02T15:00:00+01:00;13021050000;27833941;30393907;78;2.40E+11;1;2;1;0;0;1;1;0;0;0;0;4;0;0
2019-03-02T16:00:00+01:00;11467250000;23523754;23260313;78;2.39E+11;0;2;0;0;0;1;0;1;0;1;0;5;1;1
2019-03-02T17:00:00+01:00;13274033333;24326929;23778150;78;2.39E+11;1;4;0;0;0;1;0;0;0;0;0;4;1;1
2019-03-02T18:00:00+01:00;14040266666;25241804;32847769;78;2.40E+11;1;3;0;0;3;1;0;0;1;0;0;4;3;3
2019-03-02T19:00:00+01:00;13466583333;26990472;27386094;78;2.39E+11;1;2;0;0;0;1;0;0;1;1;0;4;0;0
2019-03-02T20:00:00+01:00;12998750000;24227737;23929241;78;2.40E+11;0;3;0;0;1;1;0;0;0;0;0;5;0;0
2019-03-02T21:00:00+01:00;12062233333;28882295;28499251;78;2.39E+11;1;2;0;0;0;2;0;0;1;0;0;4;1;1
2019-03-02T22:00:00+01:00;11670116666;29992174;27467127;78;2.42E+11;0;2;1;0;0;1;1;1;0;0;0;5;0;0
2019-03-02T23:00:00+01:00;11368033333;20531200;20566954;79;2.43E+11;1;1;1;0;1;3;1;3;1;0;1;6;1;1
2019-03-03T00:00:00+01:00;11478600000;18456923;19001725;79;2.43E+11;1;2;1;1;1;2;3;3;1;1;1;5;1;1
2019-03-03T01:00:00+01:00;11160183333;14298487;33452851;79;2.43E+11;2;1;1;0;1;2;3;1;1;2;1;6;0;0
2019-03-03T02:00:00+01:00;9684916666;9145122;10624904;79;2.43E+11;2;3;2;1;2;2;1;1;2;1;1;4;7;7
2019-03-03T03:00:00+01:00;9971833333;6852386;8505873;79;2.43E+11;2;3;1;0;2;2;2;1;2;1;1;4;4;4
2019-03-03T04:00:00+01:00;9778366666;4904526;6247724;79;2.43E+11;6;5;1;0;9;3;1;1;7;1;1;3;2;2
2019-03-03T05:00:00+01:00;8239716666;5528985;3767364;79;2.44E+11;0;3;0;0;0;1;0;0;0;0;0;3;0;0
2019-03-03T06:00:00+01:00;8567783333;3798886;8520004;80;2.46E+11;3;4;6;1;4;2;11;0;3;0;1;6;1;1
2019-03-03T07:00:00+01:00;9163816666;3672558;29588480;81;2.46E+11;1;5;0;0;1;2;0;0;0;0;0;4;4;4
2019-03-03T08:00:00+01:00;10363500000;10701499;22576930;80;2.44E+11;0;2;0;0;1;2;0;0;0;0;0;4;2;2
2019-03-03T09:00:00+01:00;9948700000;11554764;11223074;80;2.40E+11;1;4;1;0;0;1;0;0;0;0;0;5;0;0
2019-03-03T10:00:00+01:00;11831650000;14994295;14525508;80;2.40E+11;1;4;1;0;1;2;1;0;3;0;1;6;1;1
2019-03-03T11:00:00+01:00;13951083333;21641551;21489204;79;2.38E+11;1;3;0;0;0;1;1;0;0;0;0;4;2;2
2019-03-03T12:00:00+01:00;14233916666;24717465;24631756;79;2.38E+11;1;2;2;2;0;2;1;2;0;0;0;5;0;0
2019-03-03T13:00:00+01:00;13498800000;24021845;23849557;79;2.38E+11;0;3;0;0;0;3;1;0;0;0;0;4;3;3
2019-03-03T14:00:00+01:00;14939083333;27392512;26844330;79;2.38E+11;1;2;2;0;0;1;1;0;0;0;5;5;0;0
2019-03-03T15:00:00+01:00;14315716666;24232311;24836096;79;2.37E+11;1;3;1;0;0;1;0;0;1;1;0;5;2;2
2019-03-03T16:00:00+01:00;12760900000;26259915;37437581;79;2.37E+11;1;3;3;0;0;1;3;1;1;0;1;6;1;1
2019-03-03T17:00:00+01:00;12650216666;26303590;25961557;79;2.37E+11;1;3;2;0;0;1;1;2;0;0;0;6;0;0
2019-03-03T18:00:00+01:00;14566533333;24195191;40228386;79;2.37E+11;3;6;2;0;2;2;2;1;3;0;2;6;1;1
2019-03-03T19:00:00+01:00;14418116666;27878758;44164078;79;2.37E+11;1;6;1;0;0;2;1;0;1;3;0;6;2;2
2019-03-03T20:00:00+01:00;13979450000;34279031;34204825;79;2.38E+11;0;4;0;0;0;1;0;0;1;0;0;5;0;0
2019-03-03T21:00:00+01:00;14606383333;37423451;37150962;79;2.37E+11;1;2;1;0;0;1;1;0;0;0;0;6;0;0
2019-03-03T22:00:00+01:00;15113750000;38579950;38730564;78;2.36E+11;1;2;1;0;1;2;1;1;1;2;0;6;1;1
2019-03-03T23:00:00+01:00;12395516666;28601702;28288819;78;2.33E+11;1;2;4;0;0;1;3;0;1;0;1;5;0;0
2019-03-04T00:00:00+01:00;9641666666;17906329;13581090;78;2.37E+11;1;2;2;2;1;1;2;2;1;2;1;5;0;0
2019-03-04T01:00:00+01:00;8942683333;7517409;31615531;79;2.40E+11;2;1;1;0;1;2;2;0;2;0;2;6;4;4
2019-03-04T02:00:00+01:00;9087616666;2810828;13640618;79;2.41E+11;3;4;2;1;3;3;2;0;4;0;2;7;2;2
2019-03-04T03:00:00+01:00;10033916666;1592439;10404096;80;2.43E+11;1;4;4;1;1;3;7;0;2;0;2;6;3;3
2019-03-04T04:00:00+01:00;8425183333;1736439;2342647;80;2.43E+11;6;3;1;0;4;1;1;0;5;1;1;5;2;2
2019-03-04T05:00:00+01:00;8562200000;1550506;1074227;80;2.43E+11;0;2;0;0;0;2;2;0;0;1;0;4;0;0
2019-03-04T06:00:00+01:00;9018266666;2620723;2187366;80;2.43E+11;2;2;2;1;4;3;0;0;2;0;1;5;1;1
2019-03-04T07:00:00+01:00;9877966666;7899511;18503799;80;2.48E+11;1;6;1;0;1;2;0;0;1;0;1;5;1;1
2019-03-04T08:00:00+01:00;12298616666;7499844;7141051;80;2.46E+11;1;6;1;1;1;1;1;0;1;0;1;7;2;2
2019-03-04T09:00:00+01:00;13273533333;7472264;7607432;80;2.44E+11;1;6;1;0;1;1;1;0;1;0;1;7;3;3
2019-03-04T10:00:00+01:00;17929516666;16794368;17941828;80;2.44E+11;1;9;2;0;1;3;1;1;1;1;1;8;4;4
2019-03-04T11:00:00+01:00;15907266666;15882240;14987554;80;2.45E+11;2;6;2;1;1;2;2;2;2;3;1;7;3;3
2019-03-04T12:00:00+01:00;12544616666;19715379;31099067;80;2.45E+11;2;5;2;0;1;3;1;0;2;0;1;6;1;1
2019-03-04T13:00:00+01:00;13981200000;23118131;23124855;80;2.45E+11;1;7;2;0;1;7;3;0;1;2;1;7;2;2
2019-03-04T14:00:00+01:00;12518150000;11096337;6827929;80;2.46E+11;2;4;5;2;1;4;4;5;2;0;2;8;1;1
2019-03-04T15:00:00+01:00;11373783333;6475144;10982673;79;2.40E+11;1;4;2;0;1;2;3;0;1;1;1;7;2;2
2019-03-04T16:00:00+01:00;13604633333;10049109;16873318;79;2.37E+11;1;4;2;1;1;3;3;0;2;1;2;7;3;3
2019-03-04T17:00:00+01:00;14159600000;10434542;9900967;79;2.37E+11;1;3;1;1;0;1;2;6;0;0;1;6;2;2
2019-03-04T18:00:00+01:00;14503333333;13922321;16931379;79;2.37E+11;1;4;1;0;1;1;1;0;1;0;1;6;1;1
2019-03-04T19:00:00+01:00;18277566666;19848942;22330470;78;2.37E+11;1;4;1;0;0;1;1;0;1;1;0;7;3;3
2019-03-04T20:00:00+01:00;18213616666;27982404;27277380;78;2.36E+11;1;4;1;0;0;1;3;0;1;1;1;6;1;1
2019-03-04T21:00:00+01:00;19370250000;29557248;29896021;78;2.36E+11;1;5;1;0;0;2;1;0;1;0;0;6;2;2
2019-03-04T22:00:00+01:00;19009666666;33375496;32584704;78;2.36E+11;1;2;1;0;0;3;1;0;1;0;0;6;1;1
2019-03-04T23:00:00+01:00;16732883333;22102016;21277238;78;2.35E+11;1;2;1;0;1;1;3;0;1;0;0;6;1;1
2019-03-05T00:00:00+01:00;14143216666;12217847;39888219;78;2.35E+11;2;3;2;0;1;2;6;2;2;1;2;8;4;4
2019-03-05T01:00:00+01:00;12755766666;7409937;36501316;78;2.36E+11;2;2;3;1;1;3;3;0;2;1;3;7;6;6
2019-03-05T02:00:00+01:00;11903100000;3980652;13308650;78;2.35E+11;3;2;3;1;4;2;4;1;3;0;2;8;9;9
2019-03-05T03:00:00+01:00;12306050847;3628261;6366384;78;2.37E+11;2;3;2;1;3;3;2;0;2;0;2;6;6;6
2019-03-05T04:00:00+01:00;12952016666;1929233;2986513;79;2.44E+11;5;5;1;0;5;2;1;0;8;2;1;5;2;2
2019-03-05T05:00:00+01:00;11358266666;1804526;1031236;79;2.44E+11;0;3;0;0;0;1;0;0;0;1;0;4;0;0
2019-03-05T06:00:00+01:00;11992333333;1857761;1507553;79;2.44E+11;2;3;1;0;5;1;6;0;1;2;1;6;1;1
2019-03-05T07:00:00+01:00;13307716666;6997196;7782400;79;2.44E+11;1;6;1;1;0;2;1;0;0;1;0;5;1;1
2019-03-05T08:00:00+01:00;15492916666;6940552;11795763;78;2.40E+11;1;7;2;1;1;3;2;0;1;1;1;7;3;3
2019-03-05T09:00:00+01:00;14239183333;6204381;6789553;78;2.38E+11;1;6;1;1;1;2;2;0;1;0;1;7;4;4
2019-03-05T10:00:00+01:00;16103450000;4370363;4536883;78;2.38E+11;1;5;3;2;1;2;1;1;1;1;1;7;5;5
2019-03-05T11:00:00+01:00;16601483333;6431726;6070391;78;2.38E+11;1;6;3;0;1;3;2;1;1;1;1;6;4;4
2019-03-05T12:00:00+01:00;15902100000;15438250;15396454;77;2.36E+11;2;6;1;3;1;3;1;0;2;1;1;8;2;2
2019-03-05T13:00:00+01:00;16548216666;19600640;18789205;77;2.33E+11;1;7;2;1;1;5;2;1;1;2;1;8;5;5
2019-03-05T14:00:00+01:00;15644116666;13011302;12051097;77;2.33E+11;1;6;1;1;1;3;1;0;1;2;1;7;3;3
2019-03-05T15:00:00+01:00;16430900000;9685443;15632731;76;2.33E+11;1;3;2;4;1;2;1;1;1;0;1;9;4;4
2019-03-05T16:00:00+01:00;15161716666;7043805;14858769;76;2.31E+11;2;4;1;1;1;2;1;0;1;0;1;7;4;4
2019-03-05T17:00:00+01:00;14050366666;8141721;7346517;76;2.31E+11;1;4;3;0;1;2;1;0;1;0;1;6;2;2
2019-03-05T18:00:00+01:00;15628833333;14430958;28582673;76;2.31E+11;1;5;1;0;1;1;1;0;1;2;1;7;1;1
2019-03-05T19:00:00+01:00;18888816666;23608678;22764339;76;2.31E+11;1;4;1;0;1;2;3;0;2;1;0;6;1;1
2019-03-05T20:00:00+01:00;19712150000;28011639;28933478;75;2.29E+11;1;2;2;0;0;1;2;0;1;2;0;7;1;1
2019-03-05T21:00:00+01:00;19732000000;29493674;28869256;75;2.29E+11;1;3;1;0;0;4;2;0;1;1;1;6;1;1
2019-03-05T22:00:00+01:00;20361400000;34478080;34887526;75;2.29E+11;1;4;2;0;1;2;1;1;1;2;1;7;2;2
2019-03-05T23:00:00+01:00;17777483333;24486594;23862819;75;2.29E+11;1;2;1;1;1;2;1;0;1;0;1;7;2;2
2019-03-06T00:00:00+01:00;13817516666;16955972;15575910;75;2.33E+11;1;1;3;1;1;1;2;0;1;0;2;6;0;0
2019-03-06T01:00:00+01:00;13066583333;9450581;30387387;76;2.37E+11;2;1;3;2;1;3;3;0;2;0;2;7;3;3
2019-03-06T02:00:00+01:00;13044300000;6085017;8414105;76;2.37E+11;4;6;3;1;4;3;3;0;6;1;2;6;6;6
2019-03-06T03:00:00+01:00;13296283333;4783445;8581666;76;2.35E+11;4;7;4;1;4;5;4;2;5;1;3;9;5;5
2019-03-06T04:00:00+01:00;12247050000;6621166;5971268;76;2.39E+11;10;5;5;1;11;5;5;0;15;3;3;6;5;5
2019-03-06T05:00:00+01:00;11874966666;3158272;2561553;77;2.41E+11;1;6;1;0;1;2;1;0;0;2;0;6;1;1
2019-03-06T06:00:00+01:00;13062250000;3519095;2545390;77;2.41E+11;1;6;1;0;1;1;2;0;0;1;1;6;2;2
2019-03-06T07:00:00+01:00;13755733333;8363298;7196450;77;2.41E+11;1;8;1;0;1;4;1;0;1;0;1;7;1;1
2019-03-06T08:00:00+01:00;16803466666;9224755;8284979;76;2.40E+11;2;10;2;1;2;2;2;1;2;1;1;8;4;4
2019-03-06T09:00:00+01:00;18629316666;8222054;7927091;76;2.38E+11;2;9;2;0;2;4;2;0;3;0;1;9;3;3
2019-03-06T10:00:00+01:00;21716483333;21226086;7402871;75;2.38E+11;2;5;3;1;3;3;3;1;2;1;2;9;6;6
2019-03-06T11:00:00+01:00;18100883333;5821218;4167680;74;2.29E+11;2;6;5;2;2;2;3;0;2;1;1;8;3;3
2019-03-06T12:00:00+01:00;15443183333;14860010;15029768;74;2.27E+11;1;7;1;0;1;3;1;0;3;1;1;7;2;2
2019-03-06T13:00:00+01:00;19878883333;22675200;21286894;74;2.27E+11;2;5;1;0;1;2;2;1;2;1;1;8;3;3
2019-03-06T14:00:00+01:00;16208150000;12258321;19997184;74;2.27E+11;2;5;4;1;1;3;7;0;2;1;1;8;3;3
2019-03-06T15:00:00+01:00;16984866666;13499989;15279940;74;2.27E+11;1;7;1;1;1;2;0;0;2;0;0;7;3;3
2019-03-06T16:00:00+01:00;17356300000;15502404;14449885;74;2.27E+11;2;5;2;2;1;2;4;0;2;0;1;7;3;3
2019-03-06T17:00:00+01:00;17169600000;14321339;17714466;74;2.27E+11;2;5;1;3;1;2;2;0;1;0;1;7;3;3
2019-03-06T18:00:00+01:00;15616466666;17931193;23928496;74;2.28E+11;1;5;2;1;1;2;0;0;2;1;1;7;1;1
2019-03-06T19:00:00+01:00;19728400000;23872221;24426786;74;2.28E+11;1;4;1;0;0;1;1;0;1;0;1;7;2;2
2019-03-06T20:00:00+01:00;21415333333;26700902;25878920;74;2.27E+11;1;4;1;0;0;2;2;0;1;0;0;6;1;1
2019-03-06T21:00:00+01:00;21903666666;34223445;34125602;74;2.27E+11;1;2;1;0;1;2;0;0;1;0;0;6;2;2
2019-03-06T22:00:00+01:00;21025283333;34767735;33578171;74;2.27E+11;3;4;2;0;4;2;0;0;5;1;1;7;3;3
2019-03-06T23:00:00+01:00;17259800000;23413248;22937531;74;2.27E+11;1;3;2;1;0;1;1;0;1;0;1;5;1;1
2019-03-07T00:00:00+01:00;14160450000;15964142;13077179;74;2.31E+11;2;3;5;2;1;2;1;0;2;0;4;6;1;1
2019-03-07T01:00:00+01:00;13063366666;9179500;22641438;75;2.39E+11;2;1;5;2;1;4;16;3;2;1;3;7;1;1
2019-03-07T02:00:00+01:00;11946450000;7446203;6590242;75;2.39E+11;2;3;6;1;2;2;3;0;2;1;3;6;1;1
2019-03-07T03:00:00+01:00;13090916666;7511637;8354833;75;2.39E+11;2;5;2;2;2;2;1;0;2;0;2;5;4;4
2019-03-07T04:00:00+01:00;13500066666;7543091;8019370;73;2.36E+11;5;5;3;2;7;2;2;0;11;2;3;5;3;3
2019-03-07T05:00:00+01:00;11812900000;4260069;6310558;73;2.36E+11;0;3;1;0;1;1;0;0;0;0;0;5;2;2
2019-03-07T06:00:00+01:00;11388450000;5506321;2800298;73;2.38E+11;1;3;0;0;3;1;0;0;7;1;1;4;2;2
2019-03-07T07:00:00+01:00;13434750000;8910489;7992200;74;2.40E+11;1;5;1;0;1;3;0;0;1;1;0;5;2;2
2019-03-07T08:00:00+01:00;16553433333;9494442;10998732;74;2.41E+11;1;10;1;0;1;3;1;0;1;0;1;7;3;3
2019-03-07T09:00:00+01:00;16414066666;7491003;7898777;74;2.41E+11;1;5;1;0;1;3;0;0;1;0;1;7;3;3
2019-03-07T10:00:00+01:00;18282400000;8481262;10751556;74;2.41E+11;1;7;2;1;1;2;0;0;2;0;1;8;4;4
2019-03-07T11:00:00+01:00;18268266666;7730414;9211460;74;2.41E+11;1;5;2;0;1;2;1;4;1;1;1;6;3;3
2019-03-07T12:00:00+01:00;15761716666;12426847;12204032;74;2.40E+11;1;7;1;1;1;4;1;0;1;0;1;6;2;2
2019-03-07T13:00:00+01:00;18563116666;24209237;31120042;74;2.39E+11;3;6;5;2;2;3;3;0;4;1;3;8;3;3
2019-03-07T14:00:00+01:00;20312450000;23314739;29714193;74;2.39E+11;4;4;8;3;4;2;14;1;5;0;5;10;2;2
2019-03-07T15:00:00+01:00;21081983333;20199065;20170973;74;2.40E+11;2;6;2;0;1;2;0;0;2;1;1;7;2;2
2019-03-07T16:00:00+01:00;20336466666;23663513;25013674;73;2.39E+11;2;5;3;2;1;1;1;0;2;1;2;7;3;3
2019-03-07T17:00:00+01:00;19249116666;23354743;23628305;73;2.36E+11;1;4;2;0;0;2;0;0;1;0;0;6;1;1
2019-03-07T18:00:00+01:00;18685200000;19269632;24789486;73;2.36E+11;2;4;3;0;1;3;1;0;1;2;1;7;2;2
2019-03-07T19:00:00+01:00;20284766666;24576068;24346897;73;2.36E+11;1;4;1;0;0;3;1;0;1;0;1;6;2;2
2019-03-07T20:00:00+01:00;20555483333;31444923;31310865;73;2.36E+11;1;3;1;0;0;2;5;0;0;1;0;7;2;2
2019-03-07T21:00:00+01:00;20795750000;28784571;28492339;73;2.36E+11;1;3;4;1;0;2;0;0;1;0;1;6;1;1
2019-03-07T22:00:00+01:00;19618566666;28211763;27805388;73;2.37E+11;1;2;1;0;1;2;1;0;1;1;0;6;1;1
2019-03-07T23:00:00+01:00;18122683333;19356791;18829397;73;2.36E+11;1;4;1;0;0;3;0;0;0;1;0;6;1;1
2019-03-08T00:00:00+01:00;13758700000;11482743;10890803;74;2.40E+11;1;2;5;2;1;1;2;1;1;1;3;5;0;0
2019-03-08T01:00:00+01:00;14786016666;7018427;30021597;74;2.40E+11;3;2;3;3;2;2;3;2;1;0;3;7;2;2
2019-03-08T02:00:00+01:00;12623166666;4529220;20426325;74;2.40E+11;3;3;3;1;3;2;6;1;4;1;3;6;3;3
2019-03-08T03:00:00+01:00;11826833333;2751163;14524893;74;2.40E+11;2;3;2;1;2;3;0;0;2;1;2;5;1;1
2019-03-08T04:00:00+01:00;11076433333;1968742;5413956;74;2.41E+11;7;6;3;0;6;3;2;0;5;4;3;6;3;3
2019-03-08T05:00:00+01:00;11567550000;1668784;1237256;74;2.40E+11;0;5;1;0;1;1;11;2;0;0;0;4;1;1
2019-03-08T06:00:00+01:00;11136933333;2238203;1768500;74;2.40E+11;1;6;1;1;1;1;0;4;1;0;1;4;0;0
2019-03-08T07:00:00+01:00;13113416666;6940115;6433774;74;2.40E+11;1;6;0;0;0;2;0;0;0;0;0;5;0;0
2019-03-08T08:00:00+01:00;14839133333;6551449;17005704;74;2.40E+11;2;7;4;1;1;3;0;0;2;0;2;8;3;3
2019-03-08T09:00:00+01:00;11793066666;12491980;12568081;75;2.38E+11;2;6;2;1;1;2;0;0;2;0;1;7;2;2
2019-03-08T10:00:00+01:00;15797516666;11406148;12452300;76;2.42E+11;1;5;1;2;1;2;0;0;1;1;0;6;2;2
2019-03-08T11:00:00+01:00;15480883333;9259789;13935858;76;2.42E+11;1;6;5;1;1;2;1;0;1;0;1;9;3;3
