Time;CPU usage;Used memory;Number of bytes received;Number of bytes transmitted;RLATE;WLATE
2019-01-08T09:00:00+01:00;11513683333;2,41E+11;5514188;8998161;22;11
2019-01-08T10:00:00+01:00;11266383333;2,36E+11;6076296;7421678;26;12
2019-01-08T11:00:00+01:00;12933483333;2,33E+11;7290668;8621832;33;20
2019-01-08T12:00:00+01:00;11827000000;2,30E+11;6820727;6415172;24;12
2019-01-08T13:00:00+01:00;11267166666;2,28E+11;2249984;9930564;19;11
2019-01-08T14:00:00+01:00;10958250000;2,32E+11;4624469;5298534;19;7
2019-01-08T15:00:00+01:00;12117966666;2,32E+11;3135556;7122534;15;7
2019-01-08T16:00:00+01:00;11780266666;2,32E+11;2734839;3769238;18;12
2019-01-08T17:00:00+01:00;11132500000;2,32E+11;2872832;4786244;17;9
2019-01-08T18:00:00+01:00;12107416666;2,32E+11;2172074;2276693;15;6
2019-01-08T19:00:00+01:00;12168950000;2,31E+11;2240043;2586658;14;4
2019-01-08T20:00:00+01:00;12122950000;2,30E+11;2007876;4073949;13;9
2019-01-08T21:00:00+01:00;12123000000;2,30E+11;1885440;2234794;12;5
2019-01-08T22:00:00+01:00;11446933333;2,31E+11;4102758;3024435;36;23
2019-01-08T23:00:00+01:00;13090366666;2,34E+11;1679308;2695185;38;31
2019-01-09T00:00:00+01:00;10541250000;2,34E+11;1391827;912136;21;14
2019-01-09T01:00:00+01:00;9775216666;2,34E+11;1980603;17721036;17;14
2019-01-09T02:00:00+01:00;11279250000;2,46E+11;5389190;2911006;16;18
2019-01-09T03:00:00+01:00;7998966666;2,45E+11;3081676;691456;14;15
2019-01-09T04:00:00+01:00;9216900000;2,39E+11;7169621;45069363;12;28
2019-01-09T05:00:00+01:00;8515900000;2,32E+11;1577472;73150361;11;14
2019-01-09T06:00:00+01:00;8684466666;2,32E+11;1786965;63521621;11;11
2019-01-09T07:00:00+01:00;11821550000;2,32E+11;2761284;75061964;14;6
2019-01-09T08:00:00+01:00;11113333333;2,34E+11;4657373;55678993;15;9
2019-01-09T09:00:00+01:00;12067366666;2,37E+11;7136955;31340014;16;12
2019-01-09T10:00:00+01:00;11562500000;2,36E+11;7562240;21311140;19;14
2019-01-09T11:00:00+01:00;10622150000;2,35E+11;3038818;9575873;14;5
2019-01-09T12:00:00+01:00;12135883333;2,34E+11;2337587;10331989;15;11
2019-01-09T13:00:00+01:00;9935533333;2,34E+11;2364319;9516862;18;6
2019-01-09T14:00:00+01:00;9476516666;2,39E+11;3427754;8222822;16;8
2019-01-09T15:00:00+01:00;10153466666;2,39E+11;2803609;6257220;15;6
2019-01-09T16:00:00+01:00;12597700000;2,38E+11;2781440;9026679;19;15
2019-01-09T17:00:00+01:00;12402350000;2,35E+11;2558668;5377809;14;6
2019-01-09T18:00:00+01:00;19617133333;2,37E+11;17725269;19812437;39;67
2019-01-09T19:00:00+01:00;12283950000;2,37E+11;18166425;18667008;16;7
2019-01-09T20:00:00+01:00;10787716666;2,35E+11;1813077;3595520;14;8
2019-01-09T21:00:00+01:00;11268000000;2,34E+11;2561570;2465160;10;6
2019-01-09T22:00:00+01:00;12729116666;2,32E+11;2096781;3906789;12;4
2019-01-09T23:00:00+01:00;11268700000;2,34E+11;5309387;7321617;10;5
2019-01-10T00:00:00+01:00;9875216666;2,34E+11;1775969;1595533;13;11
2019-01-10T01:00:00+01:00;9646766666;2,34E+11;1414912;15246728;9;6
2019-01-10T02:00:00+01:00;8715283333;2,43E+11;2847061;2125226;15;16
2019-01-10T03:00:00+01:00;9677533333;2,45E+11;1096968;1896924;19;30
2019-01-10T04:00:00+01:00;10176133333;2,43E+11;1110135;4981248;13;26
2019-01-10T05:00:00+01:00;8353800000;2,43E+11;1117413;9227052;9;3
2019-01-10T06:00:00+01:00;8220416666;2,43E+11;1117374;1120984;13;10
