Time;Number of packets received on interface Network adapter 1
2019-03-31T07:00:00+02:00;232
2019-03-31T08:00:00+02:00;473
2019-03-31T09:00:00+02:00;458
2019-03-31T10:00:00+02:00;651
2019-03-31T11:00:00+02:00;374
2019-03-31T12:00:00+02:00;369
2019-03-31T13:00:00+02:00;328
2019-03-31T14:00:00+02:00;373
2019-03-31T15:00:00+02:00;492
2019-03-31T16:00:00+02:00;547
2019-03-31T17:00:00+02:00;389
2019-03-31T18:00:00+02:00;447
2019-03-31T19:00:00+02:00;404
2019-03-31T20:00:00+02:00;355
2019-03-31T21:00:00+02:00;404
2019-03-31T22:00:00+02:00;397
2019-03-31T23:00:00+02:00;3528
2019-04-01T00:00:00+02:00;448
