Time;Number of bytes received on interface Network adapter 1
2019-03-30T02:00:00+01:00;1518
2019-03-30T03:00:00+01:00;1826
2019-03-30T04:00:00+01:00;1467
2019-03-30T05:00:00+01:00;2167
2019-03-30T06:00:00+01:00;1996
2019-03-30T07:00:00+01:00;1757
2019-03-30T08:00:00+01:00;1536
2019-03-30T09:00:00+01:00;2713
2019-03-30T10:00:00+01:00;2355
2019-03-30T11:00:00+01:00;3328
2019-03-30T12:00:00+01:00;2423
2019-03-30T13:00:00+01:00;2884
2019-03-30T14:00:00+01:00;2816
2019-03-30T15:00:00+01:00;3276
2019-03-30T16:00:00+01:00;3140
2019-03-30T17:00:00+01:00;3003
2019-03-30T18:00:00+01:00;2713
2019-03-30T19:00:00+01:00;2628
2019-03-30T20:00:00+01:00;1553
2019-03-30T21:00:00+01:00;1877
2019-03-30T22:00:00+01:00;2184
2019-03-30T23:00:00+01:00;20684
2019-03-31T00:00:00+01:00;2389
2019-03-31T01:00:00+01:00;1450
2019-03-31T03:00:00+02:00;1314
2019-03-31T04:00:00+02:00;1331
2019-03-31T05:00:00+02:00;1979
2019-03-31T06:00:00+02:00;1092
2019-03-31T07:00:00+02:00;853
2019-03-31T08:00:00+02:00;2235
2019-03-31T09:00:00+02:00;1826
2019-03-31T10:00:00+02:00;3293
2019-03-31T11:00:00+02:00;2252
2019-03-31T12:00:00+02:00;2286
2019-03-31T13:00:00+02:00;2065
2019-03-31T14:00:00+02:00;2389
2019-03-31T15:00:00+02:00;3208
2019-03-31T16:00:00+02:00;3242
2019-03-31T17:00:00+02:00;2423
2019-03-31T18:00:00+02:00;2747
2019-03-31T19:00:00+02:00;2508
2019-03-31T20:00:00+02:00;2218
2019-03-31T21:00:00+02:00;2423
2019-03-31T22:00:00+02:00;2252
2019-03-31T23:00:00+02:00;17237
2019-04-01T00:00:00+02:00;2116
