Time;Number of packets transmitted on interface Network adapter 1
2019-03-31T08:00:00+02:00;416
2019-03-31T09:00:00+02:00;385
2019-03-31T10:00:00+02:00;588
2019-03-31T11:00:00+02:00;283
2019-03-31T12:00:00+02:00;278
2019-03-31T13:00:00+02:00;229
2019-03-31T14:00:00+02:00;275
2019-03-31T15:00:00+02:00;541
2019-03-31T16:00:00+02:00;449
2019-03-31T17:00:00+02:00;294
2019-03-31T18:00:00+02:00;350
2019-03-31T19:00:00+02:00;294
2019-03-31T20:00:00+02:00;249
2019-03-31T21:00:00+02:00;302
2019-03-31T22:00:00+02:00;313
2019-03-31T23:00:00+02:00;3992
2019-04-01T00:00:00+02:00;365
