Time;Average number of bytes written to the disk Hard disk 1
2019-03-07T11:00:00+01:00;5614
2019-03-07T12:00:00+01:00;11537
2019-03-07T13:00:00+01:00;5973
2019-03-07T14:00:00+01:00;39884
2019-03-07T15:00:00+01:00;6417
2019-03-07T16:00:00+01:00;3310
2019-03-07T17:00:00+01:00;8977
2019-03-07T18:00:00+01:00;12868
2019-03-07T19:00:00+01:00;4881
2019-03-07T20:00:00+01:00;10990
2019-03-07T21:00:00+01:00;78967
2019-03-07T22:00:00+01:00;4027
2019-03-07T23:00:00+01:00;17322
2019-03-08T00:00:00+01:00;4096
2019-03-08T01:00:00+01:00;3379
2019-03-08T02:00:00+01:00;3345
2019-03-08T03:00:00+01:00;3993
2019-03-08T04:00:00+01:00;3140
2019-03-08T05:00:00+01:00;26504
2019-03-08T06:00:00+01:00;8243
2019-03-08T07:00:00+01:00;3822
2019-03-08T08:00:00+01:00;9949
2019-03-08T09:00:00+01:00;4437
2019-03-08T10:00:00+01:00;47257
2019-03-08T11:00:00+01:00;9915
2019-03-08T12:00:00+01:00;12390
2019-03-08T13:00:00+01:00;6382
2019-03-08T14:00:00+01:00;34884
2019-03-08T15:00:00+01:00;8226
2019-03-08T16:00:00+01:00;4300
2019-03-08T17:00:00+01:00;3754
2019-03-08T18:00:00+01:00;28108
2019-03-08T19:00:00+01:00;4710
2019-03-08T20:00:00+01:00;8140
2019-03-08T21:00:00+01:00;29730
2019-03-08T22:00:00+01:00;3976
2019-03-08T23:00:00+01:00;28876
2019-03-09T00:00:00+01:00;4198
2019-03-09T01:00:00+01:00;4078
2019-03-09T02:00:00+01:00;4334
2019-03-09T03:00:00+01:00;5410
2019-03-09T04:00:00+01:00;2594
2019-03-09T05:00:00+01:00;10513
2019-03-09T06:00:00+01:00;130304
2019-03-09T07:00:00+01:00;11144
2019-03-09T08:00:00+01:00;3259
2019-03-09T09:00:00+01:00;3686
2019-03-09T10:00:00+01:00;24320
2019-03-09T11:00:00+01:00;37870
2019-03-09T12:00:00+01:00;28706
2019-03-09T13:00:00+01:00;13277
2019-03-09T14:00:00+01:00;6690
2019-03-09T15:00:00+01:00;3908
2019-03-09T16:00:00+01:00;3310
2019-03-09T17:00:00+01:00;4505
2019-03-09T18:00:00+01:00;52736
2019-03-09T19:00:00+01:00;3720
2019-03-09T20:00:00+01:00;3822
2019-03-09T21:00:00+01:00;78353
2019-03-09T22:00:00+01:00;3840
2019-03-09T23:00:00+01:00;23944
2019-03-10T00:00:00+01:00;3447
2019-03-10T01:00:00+01:00;4181
2019-03-10T02:00:00+01:00;4454
2019-03-10T03:00:00+01:00;4369
2019-03-10T04:00:00+01:00;3515
2019-03-10T05:00:00+01:00;29952
2019-03-10T06:00:00+01:00;9984
2019-03-10T07:00:00+01:00;4693
2019-03-10T08:00:00+01:00;4932
2019-03-10T09:00:00+01:00;2662
2019-03-10T10:00:00+01:00;21350
2019-03-10T11:00:00+01:00;243268
2019-03-10T12:00:00+01:00;26060
2019-03-10T13:00:00+01:00;3840
2019-03-10T14:00:00+01:00;8465
2019-03-10T15:00:00+01:00;2935
2019-03-10T16:00:00+01:00;3328
2019-03-10T17:00:00+01:00;2969
2019-03-10T18:00:00+01:00;36198
2019-03-10T19:00:00+01:00;4522
2019-03-10T20:00:00+01:00;5239
2019-03-10T21:00:00+01:00;4454
2019-03-10T22:00:00+01:00;4147
2019-03-10T23:00:00+01:00;17117
2019-03-11T00:00:00+01:00;3276
2019-03-11T01:00:00+01:00;4676
2019-03-11T02:00:00+01:00;4096
2019-03-11T03:00:00+01:00;4113
2019-03-11T04:00:00+01:00;2798
2019-03-11T05:00:00+01:00;13516
2019-03-11T06:00:00+01:00;77465
2019-03-11T07:00:00+01:00;3174
2019-03-11T08:00:00+01:00;5290
2019-03-11T09:00:00+01:00;3831
2019-03-11T10:00:00+01:00;29781
2019-03-11T11:00:00+01:00;80861
2019-03-11T12:00:00+01:00;18858
2019-03-11T13:00:00+01:00;18176
2019-03-11T14:00:00+01:00;79940
2019-03-11T15:00:00+01:00;5137
2019-03-11T16:00:00+01:00;4488
2019-03-11T17:00:00+01:00;5785
2019-03-11T18:00:00+01:00;49134
2019-03-11T19:00:00+01:00;5171
2019-03-11T20:00:00+01:00;3754
2019-03-11T21:00:00+01:00;8721
2019-03-11T22:00:00+01:00;4266
2019-03-11T23:00:00+01:00;18261
2019-03-12T00:00:00+01:00;2952
2019-03-12T01:00:00+01:00;3891
2019-03-12T02:00:00+01:00;3072
2019-03-12T03:00:00+01:00;3230
2019-03-12T04:00:00+01:00;3857
2019-03-12T05:00:00+01:00;36215
2019-03-12T06:00:00+01:00;40652
2019-03-12T07:00:00+01:00;5102
2019-03-12T08:00:00+01:00;3720
2019-03-12T09:00:00+01:00;3447
2019-03-12T10:00:00+01:00;38229
2019-03-12T11:00:00+01:00;71560
2019-03-12T12:00:00+01:00;11059
2019-03-12T13:00:00+01:00;3379
2019-03-12T14:00:00+01:00;7765
2019-03-12T15:00:00+01:00;3703
2019-03-12T16:00:00+01:00;5973
2019-03-12T17:00:00+01:00;4539
2019-03-12T18:00:00+01:00;38161
2019-03-12T19:00:00+01:00;5341
2019-03-12T20:00:00+01:00;4010
2019-03-12T21:00:00+01:00;77329
2019-03-12T22:00:00+01:00;3874
2019-03-12T23:00:00+01:00;17766
2019-03-13T00:00:00+01:00;3293
2019-03-13T01:00:00+01:00;6673
2019-03-13T02:00:00+01:00;2764
2019-03-13T03:00:00+01:00;4164
2019-03-13T04:00:00+01:00;4369
2019-03-13T05:00:00+01:00;54203
2019-03-13T06:00:00+01:00;88729
2019-03-13T07:00:00+01:00;7355
2019-03-13T08:00:00+01:00;3225
2019-03-13T09:00:00+01:00;10513
2019-03-13T10:00:00+01:00;30737
2019-03-13T11:00:00+01:00;78796
2019-03-13T12:00:00+01:00;17134
2019-03-13T13:00:00+01:00;5683
2019-03-13T14:00:00+01:00;8635
2019-03-13T15:00:00+01:00;10001
2019-03-13T16:00:00+01:00;4778
2019-03-13T17:00:00+01:00;5000
2019-03-13T18:00:00+01:00;32290
2019-03-13T19:00:00+01:00;3310
2019-03-13T20:00:00+01:00;13653
2019-03-13T21:00:00+01:00;4300
2019-03-13T22:00:00+01:00;3669
2019-03-13T23:00:00+01:00;18944
2019-03-14T00:00:00+01:00;2577
2019-03-14T01:00:00+01:00;11656
2019-03-14T02:00:00+01:00;3720
2019-03-14T03:00:00+01:00;2611
2019-03-14T04:00:00+01:00;3737
2019-03-14T05:00:00+01:00;9984
2019-03-14T06:00:00+01:00;3208
2019-03-14T07:00:00+01:00;7543
2019-03-14T08:00:00+01:00;6024
2019-03-14T09:00:00+01:00;5120
2019-03-14T10:00:00+01:00;28569
2019-03-14T11:00:00+01:00;4198
2019-03-14T12:00:00+01:00;13858
2019-03-14T13:00:00+01:00;7884
2019-03-14T14:00:00+01:00;57617
2019-03-14T15:00:00+01:00;5768
2019-03-14T16:00:00+01:00;6212
2019-03-14T17:00:00+01:00;5034
2019-03-14T18:00:00+01:00;18824
2019-03-14T19:00:00+01:00;4334
2019-03-14T20:00:00+01:00;3106
2019-03-14T21:00:00+01:00;7662
2019-03-14T22:00:00+01:00;3908
2019-03-14T23:00:00+01:00;3208
2019-03-15T00:00:00+01:00;3225
2019-03-15T01:00:00+01:00;3840
2019-03-15T02:00:00+01:00;3089
2019-03-15T03:00:00+01:00;3447
2019-03-15T04:00:00+01:00;3054
2019-03-15T05:00:00+01:00;9830
2019-03-15T06:00:00+01:00;75195
2019-03-15T07:00:00+01:00;9710
2019-03-15T08:00:00+01:00;15155
2019-03-15T09:00:00+01:00;4181
2019-03-15T10:00:00+01:00;38382
2019-03-15T11:00:00+01:00;5563
2019-03-15T12:00:00+01:00;6041
2019-03-15T13:00:00+01:00;5529
2019-03-15T14:00:00+01:00;78506
2019-03-15T15:00:00+01:00;5307
2019-03-15T16:00:00+01:00;5034
2019-03-15T17:00:00+01:00;4539
2019-03-15T18:00:00+01:00;30583
2019-03-15T19:00:00+01:00;3379
2019-03-15T20:00:00+01:00;3771
2019-03-15T21:00:00+01:00;19046
2019-03-15T22:00:00+01:00;3089
2019-03-15T23:00:00+01:00;14830
2019-03-16T00:00:00+01:00;2713
2019-03-16T01:00:00+01:00;2781
2019-03-16T02:00:00+01:00;2645
2019-03-16T03:00:00+01:00;4352
2019-03-16T04:00:00+01:00;3140
2019-03-16T05:00:00+01:00;9898
2019-03-16T06:00:00+01:00;6894
2019-03-16T07:00:00+01:00;5734
2019-03-16T08:00:00+01:00;2867
2019-03-16T09:00:00+01:00;2372
2019-03-16T10:00:00+01:00;23176
2019-03-16T11:00:00+01:00;7355
2019-03-16T12:00:00+01:00;22835
2019-03-16T13:00:00+01:00;18056
2019-03-16T14:00:00+01:00;2850
2019-03-16T15:00:00+01:00;2764
2019-03-16T16:00:00+01:00;4488
2019-03-16T17:00:00+01:00;4113
2019-03-16T18:00:00+01:00;12253
2019-03-16T19:00:00+01:00;3532
2019-03-16T20:00:00+01:00;3293
2019-03-16T21:00:00+01:00;6758
2019-03-16T22:00:00+01:00;3413
2019-03-16T23:00:00+01:00;3737
2019-03-17T00:00:00+01:00;2679
2019-03-17T01:00:00+01:00;3328
2019-03-17T02:00:00+01:00;1843
2019-03-17T03:00:00+01:00;4078
2019-03-17T04:00:00+01:00;3396
2019-03-17T05:00:00+01:00;26129
2019-03-17T06:00:00+01:00;10325
2019-03-17T07:00:00+01:00;3447
2019-03-17T08:00:00+01:00;2850
2019-03-17T09:00:00+01:00;2713
2019-03-17T10:00:00+01:00;42103
2019-03-17T11:00:00+01:00;3771
2019-03-17T12:00:00+01:00;17851
2019-03-17T13:00:00+01:00;3840
2019-03-17T14:00:00+01:00;77363
2019-03-17T15:00:00+01:00;5410
2019-03-17T16:00:00+01:00;3805
2019-03-17T17:00:00+01:00;3754
2019-03-17T18:00:00+01:00;14626
2019-03-17T19:00:00+01:00;3788
2019-03-17T20:00:00+01:00;4010
2019-03-17T21:00:00+01:00;56098
2019-03-17T22:00:00+01:00;3532
2019-03-17T23:00:00+01:00;33638
2019-03-18T00:00:00+01:00;2730
2019-03-18T01:00:00+01:00;2816
2019-03-18T02:00:00+01:00;3925
2019-03-18T03:00:00+01:00;2781
2019-03-18T04:00:00+01:00;3123
2019-03-18T05:00:00+01:00;20548
2019-03-18T06:00:00+01:00;219665
2019-03-18T07:00:00+01:00;3345
2019-03-18T08:00:00+01:00;3976
2019-03-18T09:00:00+01:00;4454
2019-03-18T10:00:00+01:00;35089
2019-03-18T11:00:00+01:00;83831
2019-03-18T12:00:00+01:00;17595
2019-03-18T13:00:00+01:00;4471
2019-03-18T14:00:00+01:00;8123
2019-03-18T15:00:00+01:00;3652
2019-03-18T16:00:00+01:00;5205
2019-03-18T17:00:00+01:00;6656
2019-03-18T18:00:00+01:00;46503
2019-03-18T19:00:00+01:00;3891
2019-03-18T20:00:00+01:00;2747
2019-03-18T21:00:00+01:00;7389
2019-03-18T22:00:00+01:00;3054
2019-03-18T23:00:00+01:00;4249
2019-03-19T00:00:00+01:00;3515
2019-03-19T01:00:00+01:00;11008
2019-03-19T02:00:00+01:00;3242
2019-03-19T03:00:00+01:00;3840
2019-03-19T04:00:00+01:00;2867
2019-03-19T05:00:00+01:00;29166
2019-03-19T06:00:00+01:00;7645
2019-03-19T07:00:00+01:00;9335
2019-03-19T08:00:00+01:00;5717
2019-03-19T09:00:00+01:00;8004
2019-03-19T10:00:00+01:00;23125
2019-03-19T11:00:00+01:00;47974
2019-03-19T12:00:00+01:00;20633
2019-03-19T13:00:00+01:00;8209
2019-03-19T14:00:00+01:00;53794
2019-03-19T15:00:00+01:00;5137
2019-03-19T16:00:00+01:00;5290
2019-03-19T17:00:00+01:00;3157
2019-03-19T18:00:00+01:00;36078
2019-03-19T19:00:00+01:00;4437
2019-03-19T20:00:00+01:00;3498
2019-03-19T21:00:00+01:00;48793
2019-03-19T22:00:00+01:00;4386
2019-03-19T23:00:00+01:00;19797
2019-03-20T00:00:00+01:00;3276
2019-03-20T01:00:00+01:00;3584
2019-03-20T02:00:00+01:00;3737
2019-03-20T03:00:00+01:00;4044
2019-03-20T04:00:00+01:00;3106
2019-03-20T05:00:00+01:00;48230
2019-03-20T06:00:00+01:00;163959
2019-03-20T07:00:00+01:00;5137
2019-03-20T08:00:00+01:00;9676
2019-03-20T09:00:00+01:00;4846
2019-03-20T10:00:00+01:00;31692
2019-03-20T11:00:00+01:00;5068
2019-03-20T12:00:00+01:00;13687
2019-03-20T13:00:00+01:00;19165
2019-03-20T14:00:00+01:00;10154
2019-03-20T15:00:00+01:00;3942
2019-03-20T16:00:00+01:00;5017
2019-03-20T17:00:00+01:00;5222
2019-03-20T18:00:00+01:00;20780
2019-03-20T19:00:00+01:00;3652
2019-03-20T20:00:00+01:00;4215
2019-03-20T21:00:00+01:00;7014
2019-03-20T22:00:00+01:00;3174
2019-03-20T23:00:00+01:00;32716
2019-03-21T00:00:00+01:00;3754
2019-03-21T01:00:00+01:00;3345
2019-03-21T02:00:00+01:00;2645
2019-03-21T03:00:00+01:00;3293
2019-03-21T04:00:00+01:00;2952
2019-03-21T05:00:00+01:00;11997
2019-03-21T06:00:00+01:00;44663
2019-03-21T07:00:00+01:00;8772
2019-03-21T08:00:00+01:00;15581
2019-03-21T09:00:00+01:00;5922
2019-03-21T10:00:00+01:00;31010
2019-03-21T11:00:00+01:00;8533
2019-03-21T12:00:00+01:00;12936
2019-03-21T13:00:00+01:00;5068
2019-03-21T14:00:00+01:00;57565
2019-03-21T15:00:00+01:00;13619
2019-03-21T16:00:00+01:00;8550
2019-03-21T17:00:00+01:00;3925
2019-03-21T18:00:00+01:00;21128
2019-03-21T19:00:00+01:00;4096
2019-03-21T20:00:00+01:00;17749
2019-03-21T21:00:00+01:00;40243
2019-03-21T22:00:00+01:00;4386
2019-03-21T23:00:00+01:00;19131
2019-03-22T00:00:00+01:00;2833
2019-03-22T01:00:00+01:00;4113
2019-03-22T02:00:00+01:00;3345
2019-03-22T03:00:00+01:00;3959
2019-03-22T04:00:00+01:00;4437
2019-03-22T05:00:00+01:00;21043
2019-03-22T06:00:00+01:00;97962
2019-03-22T07:00:00+01:00;4812
2019-03-22T08:00:00+01:00;16366
2019-03-22T09:00:00+01:00;4010
2019-03-22T10:00:00+01:00;47360
2019-03-22T11:00:00+01:00;41608
2019-03-22T12:00:00+01:00;21828
2019-03-22T13:00:00+01:00;4573
2019-03-22T14:00:00+01:00;8430
2019-03-22T15:00:00+01:00;3515
2019-03-22T16:00:00+01:00;5085
2019-03-22T17:00:00+01:00;4522
2019-03-22T18:00:00+01:00;22937
2019-03-22T19:00:00+01:00;3976
2019-03-22T20:00:00+01:00;3891
2019-03-22T21:00:00+01:00;19541
2019-03-22T22:00:00+01:00;3413
2019-03-22T23:00:00+01:00;15121
2019-03-23T00:00:00+01:00;3396
2019-03-23T01:00:00+01:00;3652
2019-03-23T02:00:00+01:00;2525
2019-03-23T03:00:00+01:00;2713
2019-03-23T04:00:00+01:00;4659
2019-03-23T05:00:00+01:00;3771
2019-03-23T06:00:00+01:00;5222
2019-03-23T07:00:00+01:00;6758
2019-03-23T08:00:00+01:00;5222
2019-03-23T09:00:00+01:00;3396
2019-03-23T10:00:00+01:00;39953
2019-03-23T11:00:00+01:00;4915
2019-03-23T12:00:00+01:00;16076
2019-03-23T13:00:00+01:00;6826
2019-03-23T14:00:00+01:00;39901
2019-03-23T15:00:00+01:00;3532
2019-03-23T16:00:00+01:00;3140
2019-03-23T17:00:00+01:00;2252
2019-03-23T18:00:00+01:00;10461
2019-03-23T19:00:00+01:00;3106
2019-03-23T20:00:00+01:00;2747
2019-03-23T21:00:00+01:00;48179
2019-03-23T22:00:00+01:00;3054
2019-03-23T23:00:00+01:00;15001
2019-03-24T00:00:00+01:00;2645
2019-03-24T01:00:00+01:00;3788
2019-03-24T02:00:00+01:00;3054
2019-03-24T03:00:00+01:00;3037
2019-03-24T04:00:00+01:00;2645
2019-03-24T05:00:00+01:00;61081
2019-03-24T06:00:00+01:00;93934
2019-03-24T07:00:00+01:00;3054
2019-03-24T08:00:00+01:00;3054
2019-03-24T09:00:00+01:00;2696
2019-03-24T10:00:00+01:00;28774
2019-03-24T11:00:00+01:00;77909
2019-03-24T12:00:00+01:00;4539
2019-03-24T13:00:00+01:00;3276
2019-03-24T14:00:00+01:00;24849
2019-03-24T15:00:00+01:00;4573
2019-03-24T16:00:00+01:00;2406
2019-03-24T17:00:00+01:00;2304
2019-03-24T18:00:00+01:00;13875
2019-03-24T19:00:00+01:00;1792
2019-03-24T20:00:00+01:00;3362
2019-03-24T21:00:00+01:00;3225
2019-03-24T22:00:00+01:00;2491
2019-03-24T23:00:00+01:00;28057
2019-03-25T00:00:00+01:00;1877
2019-03-25T01:00:00+01:00;3635
2019-03-25T02:00:00+01:00;3037
2019-03-25T03:00:00+01:00;2696
2019-03-25T04:00:00+01:00;2372
2019-03-25T05:00:00+01:00;34048
2019-03-25T06:00:00+01:00;223095
2019-03-25T07:00:00+01:00;3106
2019-03-25T08:00:00+01:00;4078
2019-03-25T09:00:00+01:00;4608
2019-03-25T10:00:00+01:00;28791
2019-03-25T11:00:00+01:00;11776
2019-03-25T12:00:00+01:00;16588
2019-03-25T13:00:00+01:00;25548
2019-03-25T14:00:00+01:00;6656
2019-03-25T15:00:00+01:00;3515
2019-03-25T16:00:00+01:00;4693
2019-03-25T17:00:00+01:00;4556
2019-03-25T18:00:00+01:00;31658
2019-03-25T19:00:00+01:00;3174
2019-03-25T20:00:00+01:00;3566
2019-03-25T21:00:00+01:00;8174
2019-03-25T22:00:00+01:00;3054
2019-03-25T23:00:00+01:00;19592
2019-03-26T00:00:00+01:00;2918
2019-03-26T01:00:00+01:00;11110
2019-03-26T02:00:00+01:00;3413
2019-03-26T03:00:00+01:00;3362
2019-03-26T04:00:00+01:00;2747
2019-03-26T05:00:00+01:00;56593
2019-03-26T06:00:00+01:00;288887
2019-03-26T07:00:00+01:00;9591
2019-03-26T08:00:00+01:00;3549
2019-03-26T09:00:00+01:00;4078
2019-03-26T10:00:00+01:00;18824
2019-03-26T11:00:00+01:00;3669
2019-03-26T12:00:00+01:00;15308
2019-03-26T13:00:00+01:00;4812
2019-03-26T14:00:00+01:00;42871
2019-03-26T15:00:00+01:00;3754
2019-03-26T16:00:00+01:00;8089
2019-03-26T17:00:00+01:00;3430
2019-03-26T18:00:00+01:00;24814
2019-03-26T19:00:00+01:00;3413
2019-03-26T20:00:00+01:00;13158
2019-03-26T21:00:00+01:00;4334
2019-03-26T22:00:00+01:00;2679
2019-03-26T23:00:00+01:00;2491
2019-03-27T00:00:00+01:00;2560
2019-03-27T01:00:00+01:00;11025
2019-03-27T02:00:00+01:00;1774
2019-03-27T03:00:00+01:00;2474
2019-03-27T04:00:00+01:00;3532
2019-03-27T05:00:00+01:00;12458
2019-03-27T06:00:00+01:00;19268
2019-03-27T07:00:00+01:00;3106
2019-03-27T08:00:00+01:00;3857
2019-03-27T09:00:00+01:00;3515
2019-03-27T10:00:00+01:00;19097
2019-03-27T11:00:00+01:00;7304
2019-03-27T12:00:00+01:00;20804
2019-03-27T13:00:00+01:00;7372
2019-03-27T14:00:00+01:00;9079
2019-03-27T15:00:00+01:00;4864
2019-03-27T16:00:00+01:00;3942
2019-03-27T17:00:00+01:00;5239
2019-03-27T18:00:00+01:00;43707
2019-03-27T19:00:00+01:00;3976
2019-03-27T20:00:00+01:00;2696
2019-03-27T21:00:00+01:00;5683
2019-03-27T22:00:00+01:00;4232
2019-03-27T23:00:00+01:00;33143
2019-03-28T00:00:00+01:00;3037
2019-03-28T01:00:00+01:00;10171
2019-03-28T02:00:00+01:00;2048
2019-03-28T03:00:00+01:00;3054
2019-03-28T04:00:00+01:00;2730
2019-03-28T05:00:00+01:00;12936
2019-03-28T06:00:00+01:00;67566
2019-03-28T07:00:00+01:00;5171
2019-03-28T08:00:00+01:00;3447
2019-03-28T09:00:00+01:00;3174
2019-03-28T10:00:00+01:00;41079
2019-03-28T11:00:00+01:00;6946
2019-03-28T12:00:00+01:00;4369
2019-03-28T13:00:00+01:00;11451
2019-03-28T14:00:00+01:00;8021
2019-03-28T15:00:00+01:00;3669
2019-03-28T16:00:00+01:00;4829
2019-03-28T17:00:00+01:00;4676
2019-03-28T18:00:00+01:00;32238
2019-03-28T19:00:00+01:00;2901
2019-03-28T20:00:00+01:00;3276
2019-03-28T21:00:00+01:00;3020
2019-03-28T22:00:00+01:00;3805
2019-03-28T23:00:00+01:00;2747
2019-03-29T00:00:00+01:00;3788
2019-03-29T01:00:00+01:00;2406
2019-03-29T02:00:00+01:00;3976
2019-03-29T03:00:00+01:00;3037
2019-03-29T04:00:00+01:00;3413
2019-03-29T05:00:00+01:00;6092
2019-03-29T06:00:00+01:00;13175
2019-03-29T07:00:00+01:00;4249
2019-03-29T08:00:00+01:00;4369
2019-03-29T09:00:00+01:00;5376
2019-03-29T10:00:00+01:00;29166
2019-03-29T11:00:00+01:00;56832
2019-03-29T12:00:00+01:00;29081
2019-03-29T13:00:00+01:00;4710
2019-03-29T14:00:00+01:00;55278
2019-03-29T15:00:00+01:00;4249
2019-03-29T16:00:00+01:00;4727
2019-03-29T17:00:00+01:00;4078
2019-03-29T18:00:00+01:00;44885
2019-03-29T19:00:00+01:00;4676
2019-03-29T20:00:00+01:00;6434
2019-03-29T21:00:00+01:00;6502
2019-03-29T22:00:00+01:00;3703
2019-03-29T23:00:00+01:00;3020
2019-03-30T00:00:00+01:00;4812
