Time;CPU usage;Number of bytes received;Number of bytes transmitted;Used memory;Average read latency of the datastore LUN_080;Average write latency of the datastore LUN_080
2019-05-20T22:48:00+02:00;20591500000;38919680;39129088;234564354048;1.5;1
2019-05-20T22:50:00+02:00;18745000000;36474880;36497408;234562781184;6.5;0
2019-05-20T22:52:00+02:00;20124000000;35286016;35139072;234562781184;1;1
2019-05-20T22:54:00+02:00;19395500000;34947072;34981888;234556489728;1;0.5
2019-05-20T22:56:00+02:00;19829500000;32093184;31352832;234555441152;4.5;1
2019-05-20T22:58:00+02:00;22243000000;35698176;35657216;234602627072;5;0.5
2019-05-20T23:00:00+02:00;18355000000;35313664;35025408;234606297088;5.5;0.5
2019-05-20T23:02:00+02:00;23267000000;32581120;32256000;234625695744;6;0
2019-05-20T23:04:00+02:00;24845500000;32856576;33355776;234635657216;5.5;0.5
2019-05-20T23:06:00+02:00;24698000000;31016448;30668288;234636705792;8;0.5
2019-05-20T23:08:00+02:00;20779000000;28751872;28426240;234638802944;2;0
2019-05-20T23:10:00+02:00;19779000000;27054080;26462720;234638278656;0;2.5
2019-05-20T23:12:00+02:00;20707000000;24905728;25311744;234640375808;3;2
2019-05-20T23:14:00+02:00;22747500000;26975232;27270144;234636181504;0;3.5
2019-05-20T23:16:00+02:00;19835000000;26023936;26380288;234633035776;0.5;5
2019-05-20T23:18:00+02:00;17417000000;26538496;27995136;234630938624;1;7.5
2019-05-20T23:20:00+02:00;20788000000;23348224;22939136;234626220032;0;3
2019-05-20T23:22:00+02:00;17711000000;23283712;23747584;234617307136;2.5;11
2019-05-20T23:24:00+02:00;19893500000;24490496;25101312;234611015680;1;9
2019-05-20T23:26:00+02:00;17407500000;25370624;24827904;234609442816;6.5;8
2019-05-20T23:28:00+02:00;18158500000;24957440;24665088;234609442816;2;1.5
2019-05-20T23:30:00+02:00;17634000000;22898688;22881792;234613112832;0.5;0.5
2019-05-20T23:32:00+02:00;17485000000;23736320;23404544;234601054208;1;4.5
2019-05-20T23:34:00+02:00;17394500000;21707264;21526016;234598957056;0.5;1
2019-05-20T23:36:00+02:00;15939000000;22488064;21879808;234597384192;1;1
2019-05-20T23:38:00+02:00;16826500000;23559168;24126976;234594762752;1;0
2019-05-20T23:40:00+02:00;17846500000;21401088;21246464;234592665600;1;1
2019-05-20T23:42:00+02:00;18250000000;22402560;22109184;234593714176;1;1
2019-05-20T23:44:00+02:00;17943500000;21204992;20647936;234591617024;2.5;0
2019-05-20T23:46:00+02:00;18637500000;18914816;19706368;234591617024;3;2
2019-05-20T23:48:00+02:00;16780000000;18300928;18338816;234591617024;0.5;0
2019-05-20T23:50:00+02:00;16859500000;17305600;16876032;234589519872;0;1
2019-05-20T23:52:00+02:00;20323000000;20967424;20469760;234597908480;0;1
2019-05-20T23:54:00+02:00;17917000000;19329024;19135488;234597384192;1;1
2019-05-20T23:56:00+02:00;17314000000;23692288;21263360;234590568448;1;2.5
2019-05-20T23:58:00+02:00;15907000000;20065280;19921408;234586374144;1.5;0.5
